Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
12,12,2019-11-16,@,DAL,L,102,110,37,89,.416,17,41,.415,11,15,.733,7,42,21,7,2,14,20,,37,88,.420,9,39,.231,27,33,.818,12,55,24,7,4,12,15
13,13,2019-11-18,,CHO,W,132,96,50,97,.515,20,43,.465,12,15,.800,16,53,40,13,2,10,25,,33,78,.423,15,45,.333,15,24,.625,9,37,26,3,8,19,19
14,14,2019-11-20,,ORL,W,113,97,45,87,.517,9,27,.333,14,19,.737,10,47,26,5,5,11,21,,35,91,.385,9,32,.281,18,28,.643,16,43,26,9,8,11,16
15,15,2019-11-23,@,ATL,W,119,116,40,88,.455,13,37,.351,26,30,.867,12,42,22,5,5,15,16,,47,90,.522,14,34,.412,8,11,.727,8,38,32,9,7,15,27
16,16,2019-11-25,,PHI,W,101,96,38,84,.452,11,34,.324,14,22,.636,8,40,27,5,5,10,18,,36,88,.409,15,40,.375,9,16,.563,14,51,25,7,3,16,20
17,17,2019-11-27,,NYK,W,126,98,46,94,.489,21,41,.512,13,17,.765,17,52,26,6,4,12,18,,33,88,.375,12,41,.293,20,24,.833,15,45,19,6,4,18,17
18,18,2019-11-29,@,ORL,W,90,83,31,84,.369,11,38,.289,17,28,.607,11,46,21,16,4,13,20,,27,78,.346,7,29,.241,22,27,.815,13,52,17,10,11,22,19
19,19,2019-12-01,,UTA,W,130,110,47,90,.522,19,36,.528,17,21,.810,7,43,36,14,8,14,24,,38,90,.422,13,35,.371,21,29,.724,15,51,21,5,3,18,17
20,20,2019-12-03,,MIA,L,110,121,35,91,.385,11,43,.256,29,36,.806,9,48,25,5,4,11,20,,45,99,.455,15,38,.395,16,21,.762,10,55,29,4,7,11,27
21,21,2019-12-05,,HOU,L,109,119,38,88,.432,12,39,.308,21,24,.875,12,45,27,14,5,17,21,,40,98,.408,22,55,.400,17,19,.895,20,54,29,11,2,22,24
22,22,2019-12-08,@,PHI,L,104,110,38,88,.432,11,33,.333,17,20,.850,13,42,21,13,4,18,22,,40,79,.506,14,32,.438,16,21,.762,6,40,31,7,5,18,18
23,23,2019-12-09,@,CHI,W,93,92,34,90,.378,7,29,.241,18,26,.692,14,54,19,8,9,15,12,,35,89,.393,12,46,.261,10,14,.714,9,45,30,6,4,14,20
24,24,2019-12-11,,LAC,L,92,112,31,88,.352,8,36,.222,22,25,.880,15,47,21,10,8,18,24,,38,86,.442,12,40,.300,24,27,.889,12,50,29,8,5,18,21
25,25,2019-12-14,,BRK,W,110,102,38,98,.388,14,40,.350,20,25,.800,10,51,21,10,10,11,23,,39,101,.386,12,46,.261,12,17,.706,13,59,24,4,7,20,20
26,26,2019-12-16,,CLE,W,133,113,52,89,.584,16,32,.500,13,17,.765,6,41,31,7,2,7,19,,44,90,.489,12,35,.343,13,17,.765,9,39,30,6,1,10,15
27,27,2019-12-18,@,DET,W,112,99,39,91,.429,13,35,.371,21,24,.875,12,47,27,9,6,12,20,,39,87,.448,6,35,.171,15,22,.682,10,48,19,7,6,15,17
28,28,2019-12-20,,WAS,W,122,118,38,78,.487,12,30,.400,34,44,.773,6,42,26,6,3,17,25,,40,87,.460,14,39,.359,24,32,.750,8,39,24,6,1,13,28
29,29,2019-12-22,,DAL,W,110,107,37,94,.394,10,34,.294,26,31,.839,14,51,21,12,5,10,21,,35,90,.389,15,46,.326,22,27,.815,14,53,27,6,4,17,22
30,30,2019-12-23,@,IND,L,115,120,43,94,.457,11,40,.275,18,24,.750,12,50,30,6,8,16,22,,45,95,.474,18,42,.429,12,20,.600,13,45,34,7,8,12,22
31,31,2019-12-25,,BOS,L,102,118,38,80,.475,8,23,.348,18,22,.818,7,34,17,13,7,17,13,,46,92,.500,14,33,.424,12,14,.857,13,45,26,7,3,19,22
32,32,2019-12-28,@,BOS,W,113,97,44,84,.524,14,34,.412,11,17,.647,15,53,27,8,3,22,32,,31,78,.397,7,32,.219,28,36,.778,7,31,18,11,4,14,17
33,33,2019-12-29,,OKC,L,97,98,35,83,.422,15,40,.375,12,12,1.000,8,42,21,7,2,14,20,,34,78,.436,10,33,.303,20,23,.870,8,43,15,8,6,17,14
