Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
51,51,2020-02-07,@,SAC,L,97,105,100.8,109.1,96.3,.325,.519,.551,53.8,61.8,7.3,13.2,,.519,18.5,18.9,.221,,.604,13.8,85.4,.073
52,52,2020-02-09,@,POR,L,109,115,107.7,113.6,101.2,.143,.500,.523,53.3,79.5,5.9,11.6,,.500,11.1,25.5,.112,,.582,12.9,87.8,.188
53,53,2020-02-10,@,GSW,W,113,101,114.7,102.5,98.6,.241,.379,.587,52.9,83.7,10.1,7.0,,.563,10.3,17.1,.172,,.461,14.0,86.4,.390
54,54,2020-02-12,@,UTA,L,101,116,103.3,118.6,97.8,.182,.443,.531,41.1,50.0,11.2,8.2,,.506,10.4,12.2,.136,,.565,12.8,75.6,.235
55,55,2020-02-20,@,ATL,L,124,129,113.8,118.4,108.9,.388,.378,.540,55.4,70.0,8.3,14.0,,.464,11.6,30.0,.337,,.576,13.7,85.7,.365
56,56,2020-02-22,,CLE,W,124,105,126.5,107.2,98.0,.253,.506,.706,42.0,75.6,16.3,9.3,,.690,14.6,12.1,.190,,.563,21.3,69.4,.203
57,57,2020-02-24,@,CLE,L,119,125,111.1,116.7,97.0,.208,.438,.568,48.0,75.0,5.6,18.3,,.542,10.3,18.4,.156,,.515,9.7,75.5,.258
58,58,2020-02-26,,MIN,L,126,129,115.3,118.1,109.3,.551,.333,.650,56.6,73.2,8.2,17.8,,.596,17.8,22.2,.423,,.610,13.6,87.5,.198
59,59,2020-02-28,,DAL,W,126,118,130.3,122.0,96.7,.456,.443,.664,53.3,73.2,6.2,5.9,,.627,8.7,16.2,.342,,.601,10.6,89.5,.202
60,60,2020-02-29,,BRK,W,116,113,121.5,118.3,95.5,.264,.418,.571,50.6,65.9,4.2,9.5,,.527,5.6,21.7,.220,,.558,9.4,81.4,.198
61,61,2020-03-02,,MIL,W,105,89,108.9,92.3,96.4,.209,.430,.559,48.9,75.7,4.1,7.7,,.535,8.7,13.0,.151,,.448,12.1,83.3,.140
62,62,2020-03-04,,ORL,W,116,113,124.9,121.7,92.9,.190,.557,.678,50.7,75.6,8.6,9.3,,.658,12.3,16.7,.152,,.601,11.7,85.7,.143
63,63,2020-03-06,@,NOP,L,104,110,101.6,107.5,102.3,.360,.384,.522,45.9,73.0,10.7,17.0,,.483,13.1,20.8,.244,,.495,14.1,70.0,.220
64,64,2020-03-08,@,WAS,W,100,89,107.8,95.9,92.8,.424,.424,.638,61.3,65.6,7.5,25.8,,.583,20.3,16.7,.348,,.455,13.0,91.1,.231
65,65,2020-03-11,,CHO,L,98,109,110.0,122.4,89.1,.071,.524,.566,41.9,82.1,9.0,10.4,,.554,13.9,20.5,.060,,.555,13.2,64.3,.220
