Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
52,52,2020-02-10,,PHO,W,125,100,126.7,101.3,98.7,.275,.407,.613,67.0,59.6,8.1,8.9,,.593,13.6,38.1,.187,,.493,12.7,93.5,.329
53,53,2020-02-12,@,DEN,W,120,116,114.7,110.9,94.7,.290,.355,.572,53.8,61.7,7.6,6.3,,.570,10.3,20.4,.151,,.563,9.3,92.9,.193
54,54,2020-02-21,,MEM,W,117,105,112.7,101.1,103.8,.465,.337,.565,49.5,61.0,8.7,18.2,,.529,11.9,26.1,.302,,.484,13.2,69.8,.174
55,55,2020-02-23,,BOS,W,114,112,111.2,109.2,102.5,.430,.395,.557,51.1,51.3,8.8,8.2,,.517,11.3,23.4,.291,,.536,15.0,81.4,.277
56,56,2020-02-25,,NOP,W,118,109,106.7,98.5,110.6,.206,.431,.530,53.1,60.0,9.0,20.3,,.505,12.6,26.4,.147,,.500,16.8,86.0,.267
57,57,2020-02-27,@,GSW,W,116,86,110.7,82.1,104.8,.307,.273,.581,54.3,53.3,12.4,10.4,,.557,13.8,20.0,.205,,.481,23.6,87.8,.113
58,58,2020-02-29,@,MEM,L,88,105,97.8,116.7,90.0,.138,.402,.477,46.9,72.2,5.6,4.7,,.466,13.2,26.5,.080,,.505,6.6,68.1,.095
59,59,2020-03-01,@,NOP,W,122,114,115.3,107.8,105.8,.103,.361,.602,40.9,46.0,8.5,15.9,,.582,11.4,14.0,.093,,.458,12.7,66.7,.284
60,60,2020-03-03,,PHI,W,120,107,126.3,112.6,95.0,.209,.384,.639,50.6,54.3,9.5,13.3,,.610,12.2,25.0,.174,,.541,13.8,73.3,.176
61,61,2020-03-06,,MIL,W,113,103,101.7,92.7,111.1,.418,.352,.525,53.6,50.0,9.9,8.7,,.451,12.9,20.0,.341,,.483,16.1,89.4,.191
62,62,2020-03-08,@,LAC,W,112,103,112.6,103.6,99.4,.322,.402,.564,47.9,56.4,8.0,12.7,,.506,10.8,20.9,.276,,.436,12.8,70.6,.326
63,63,2020-03-10,,BRK,L,102,104,107.4,109.5,95.0,.138,.460,.553,49.5,60.0,7.4,8.0,,.546,13.2,19.5,.080,,.483,9.1,73.1,.189
