Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,TOV%,ORB%,FT/FGA,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
MEM,54,2020-02-12,,POR,W,111,104,111.4,104.3,99.7,10.3,30,0.158,45,95,0.474,6,23,0.261,15,22,0.682,15,57,26,8,9,12,18
MEM,55,2020-02-20,@,SAC,L,125,129,120.8,124.6,103.5,16.1,31.4,0.318,43,85,0.506,12,30,0.4,27,32,0.844,11,51,25,5,5,19,29
MEM,56,2020-02-21,@,LAL,L,105,117,101.1,112.7,103.8,13.2,30.2,0.174,42,92,0.457,5,15,0.333,16,31,0.516,16,50,22,9,1,16,27
MEM,57,2020-02-24,@,LAC,L,97,124,97.5,124.6,99.5,11.6,22,0.18,37,89,0.416,7,27,0.259,16,22,0.727,11,45,20,6,7,13,18
MEM,58,2020-02-26,@,HOU,L,112,140,106.9,133.6,104.8,10.7,38.6,0.12,43,108,0.398,13,39,0.333,13,21,0.619,22,49,28,9,3,14,16
MEM,59,2020-02-28,,SAC,L,101,104,101.5,104.5,99.5,10.7,20.4,0.165,39,91,0.429,8,30,0.267,15,20,0.75,10,52,27,7,5,12,16
MEM,60,2020-02-29,,LAL,W,105,88,116.7,97.8,90,6.6,31.9,0.095,43,95,0.453,10,31,0.323,9,11,0.818,15,51,27,10,4,7,14
MEM,61,2020-03-02,@,ATL,W,127,88,123.6,85.6,102.7,11.7,34.1,0.228,46,92,0.5,14,32,0.438,21,31,0.677,14,60,30,12,8,14,16
MEM,62,2020-03-04,@,BRK,W,118,79,125.8,84.2,93.8,9.4,38.3,0.12,43,100,0.43,20,44,0.455,12,14,0.857,18,59,21,8,5,11,15
MEM,63,2020-03-06,@,DAL,L,96,121,97.7,123.1,98.3,17.5,20.5,0.107,39,84,0.464,9,30,0.3,9,13,0.692,9,47,29,7,4,19,15
MEM,64,2020-03-07,,ATL,W,118,101,115.2,98.6,102.4,13.6,31.9,0.23,43,87,0.494,12,33,0.364,20,33,0.606,15,58,27,9,6,16,18
MEM,65,2020-03-10,,ORL,L,115,120,112.3,117.2,102.4,17.7,19.4,0.368,38,76,0.5,11,29,0.379,28,38,0.737,7,39,24,7,5,20,22
MIA,1,2019-10-23,,MEM,W,120,101,107.2,90.2,112,17.1,26.2,0.388,40,85,0.471,7,18,0.389,33,39,0.846,11,51,18,9,8,21,33
MIA,2,2019-10-26,@,MIL,W,131,126,108.1,104,109.8,12,16,0.228,46,101,0.455,16,44,0.364,23,36,0.639,8,54,33,7,3,16,30
MIA,3,2019-10-27,@,MIN,L,109,116,105,111.7,103.9,18.7,17.9,0.118,42,85,0.494,15,36,0.417,10,15,0.667,7,41,25,7,9,21,23
MIA,4,2019-10-29,,ATL,W,112,97,109.6,95,102.1,21.9,35.1,0.452,33,73,0.452,13,31,0.419,33,45,0.733,13,49,19,11,6,26,22
MIA,5,2019-10-31,@,ATL,W,106,97,111.2,101.8,95.3,12.3,20.9,0.143,40,84,0.476,14,37,0.378,12,19,0.632,9,41,29,12,9,13,18
MIA,6,2019-11-03,,HOU,W,129,100,119.5,92.6,107.9,13.2,12.8,0.191,47,89,0.528,18,41,0.439,17,22,0.773,5,46,38,14,7,15,21
MIA,7,2019-11-05,@,DEN,L,89,109,90.2,110.5,98.6,11.6,25.5,0.182,32,88,0.364,9,29,0.31,16,25,0.64,13,44,23,12,5,13,21
MIA,8,2019-11-07,@,PHO,W,124,108,125,108.9,99.2,12.3,14.3,0.232,45,82,0.549,15,28,0.536,19,24,0.792,5,41,22,9,5,13,28
MIA,9,2019-11-08,@,LAL,L,80,95,84.8,100.7,94.3,11.7,17.4,0.225,28,80,0.35,6,35,0.171,18,24,0.75,8,37,18,9,2,12,12
MIA,10,2019-11-12,,DET,W,117,108,118.8,109.6,98.5,17.6,25,0.273,41,77,0.532,14,32,0.438,21,27,0.778,8,42,34,6,1,19,30
MIA,11,2019-11-14,@,CLE,W,108,97,110.1,98.9,98.1,17.7,11.8,0.127,43,79,0.544,12,30,0.4,10,11,0.909,4,41,31,10,7,18,21
MIA,12,2019-11-16,,NOP,W,109,94,114.8,99,95,18.7,27.3,0.148,44,81,0.543,9,24,0.375,12,13,0.923,9,45,25,13,3,20,6
MIA,13,2019-11-20,,CLE,W,124,100,124.1,100.1,99.9,20.1,33.3,0.295,41,78,0.526,19,37,0.514,23,31,0.742,12,44,25,8,5,23,20
MIA,14,2019-11-22,@,CHI,W,116,108,119.3,111,97.3,17.2,25,0.304,39,79,0.494,14,38,0.368,24,28,0.857,9,44,33,10,3,19,17
MIA,15,2019-11-23,@,PHI,L,86,113,91.7,120.5,93.7,16.4,20,0.267,30,75,0.4,6,24,0.25,20,27,0.741,9,38,12,6,4,17,16
MIA,16,2019-11-25,,CHO,W,117,100,119.4,102.1,98,16.8,24.2,0.312,40,77,0.519,13,31,0.419,24,28,0.857,8,49,29,9,3,18,23
MIA,17,2019-11-27,@,HOU,L,108,117,107.5,116.5,100.5,16.4,19,0.25,37,80,0.463,14,37,0.378,20,27,0.741,8,41,22,8,3,18,24
MIA,18,2019-11-29,,GSW,W,122,105,126.3,108.7,96.6,13.7,27.8,0.256,44,82,0.537,13,25,0.52,21,28,0.75,10,49,23,7,3,15,30
MIA,19,2019-12-01,@,BRK,W,109,106,111.6,108.5,97.7,7.7,29.1,0.242,37,95,0.389,12,37,0.324,23,28,0.821,16,51,16,3,2,9,17
MIA,20,2019-12-03,@,TOR,W,121,110,113.6,103.3,96.5,9.2,20.4,0.162,45,99,0.455,15,38,0.395,16,21,0.762,10,55,29,4,7,11,27
MIA,21,2019-12-04,@,BOS,L,93,112,101.1,121.7,92,17.6,18.2,0.143,34,77,0.442,14,38,0.368,11,17,0.647,8,40,20,7,2,18,25
MIA,22,2019-12-06,,WAS,W,112,103,116.6,107.2,96.1,11.1,26.8,0.209,42,86,0.488,10,28,0.357,18,24,0.75,11,50,28,6,7,12,13
MIA,23,2019-12-08,,CHI,W,110,105,111.2,106.2,89.6,15,23.3,0.455,32,77,0.416,11,35,0.314,35,44,0.795,10,43,20,9,2,17,23
MIA,24,2019-12-10,,ATL,W,135,121,122.7,110,99.7,8.9,21.4,0.146,53,103,0.515,14,41,0.341,15,22,0.682,9,53,35,5,3,11,17
MIA,25,2019-12-13,,LAL,L,110,113,111.1,114.1,99,7.6,12.2,0.259,39,85,0.459,10,33,0.303,22,28,0.786,5,34,24,8,2,8,21
MIA,26,2019-12-14,@,DAL,W,122,118,113,109.3,97.8,7,11.1,0.308,39,91,0.429,16,40,0.4,28,34,0.824,5,49,27,8,3,8,18
MIA,27,2019-12-16,@,MEM,L,111,118,114.4,121.6,97.1,12.9,19.4,0.321,37,81,0.457,11,24,0.458,26,31,0.839,7,35,22,9,7,14,26
MIA,28,2019-12-18,@,PHI,W,108,104,117.1,112.7,92.3,11.3,29.7,0.188,40,85,0.471,12,31,0.387,16,20,0.8,11,47,26,6,4,12,14
MIA,29,2019-12-20,,NYK,W,129,114,128.6,113.7,100.3,15.6,24.3,0.325,43,77,0.558,18,38,0.474,25,34,0.735,9,51,34,6,3,17,22
MIA,30,2019-12-23,,UTA,W,107,104,108.4,105.4,98.7,12.1,27.1,0.267,37,90,0.411,9,25,0.36,24,27,0.889,13,56,16,8,3,14,16
MIA,31,2019-12-27,,IND,W,113,112,118.8,117.8,95.1,11.8,30.4,0.191,40,89,0.449,16,38,0.421,17,19,0.895,14,56,29,3,2,13,12
MIA,32,2019-12-28,,PHI,W,117,116,114.5,113.5,92.5,7,17,0.245,42,94,0.447,10,28,0.357,23,29,0.793,8,43,26,6,4,8,21
MIA,33,2019-12-30,@,WAS,L,105,123,109.4,128.1,96,16.6,24.4,0.397,33,73,0.452,10,28,0.357,29,39,0.744,10,44,18,5,1,18,22
MIA,34,2020-01-02,,TOR,W,84,76,94.4,85.4,89,13.2,20.5,0.074,33,81,0.407,12,37,0.324,6,11,0.545,9,50,23,6,4,13,13
MIA,35,2020-01-03,@,ORL,L,85,105,89.2,110.2,95.3,16.6,21.3,0.225,30,80,0.375,7,37,0.189,18,23,0.783,10,49,16,7,2,18,20
MIA,36,2020-01-05,,POR,W,122,111,128.1,116.5,95.2,9.3,25.6,0.111,47,90,0.522,18,44,0.409,10,16,0.625,11,47,34,4,5,10,17
MIA,37,2020-01-08,@,IND,W,122,108,123.2,109.1,99,10.7,8.8,0.247,43,81,0.531,16,38,0.421,20,25,0.8,3,41,28,8,4,11,22
MIA,38,2020-01-10,@,BRK,L,113,117,118.1,122.3,95.7,6.9,9.8,0.212,44,85,0.518,7,29,0.241,18,21,0.857,4,40,26,6,3,7,20
MIA,39,2020-01-12,@,NYK,L,121,124,127,130.1,95.3,13.4,21.6,0.295,42,78,0.538,14,35,0.4,23,28,0.821,8,39,24,1,5,14,24
MIA,40,2020-01-15,,SAS,W,106,100,112.2,105.8,94.5,8.8,18.6,0.08,41,88,0.466,17,40,0.425,7,13,0.538,8,49,26,4,5,9,14
MIA,41,2020-01-17,@,OKC,W,115,108,120.3,113,95.6,10.4,17.1,0.226,41,84,0.488,14,36,0.389,19,24,0.792,6,45,26,4,3,11,23
MIA,42,2020-01-19,@,SAS,L,102,107,109.4,114.8,93.2,8.7,22.7,0.209,37,86,0.43,10,34,0.294,18,20,0.9,10,47,23,8,3,9,19
MIA,43,2020-01-20,,SAC,W,118,113,110.3,105.6,96.9,18.5,13.2,0.217,42,83,0.506,16,42,0.381,18,22,0.818,5,42,26,9,3,21,20
MIA,44,2020-01-22,,WAS,W,134,129,122.8,118.2,98.9,13.7,15,0.365,43,85,0.506,17,33,0.515,31,36,0.861,6,43,29,3,6,16,18
MIA,45,2020-01-24,,LAC,L,117,122,116.5,121.4,100.5,7.8,19.6,0.258,40,93,0.43,13,44,0.295,24,29,0.828,9,45,25,4,4,9,19
MIA,46,2020-01-27,,ORL,W,113,92,125.6,102.3,90,10.4,9.1,0.19,42,79,0.532,14,28,0.5,15,16,0.938,3,41,31,2,9,10,18
MIA,47,2020-01-28,,BOS,L,101,109,104.8,113.1,96.4,8.9,22.9,0.292,33,89,0.371,9,37,0.243,26,31,0.839,11,45,15,11,2,10,21
MIA,48,2020-02-01,@,ORL,W,102,89,113.5,99.1,89.8,12.8,23.8,0.273,33,77,0.429,15,33,0.455,21,26,0.808,10,48,24,6,8,13,16
MIA,49,2020-02-03,,PHI,W,137,106,148.9,115.2,92,3,16.7,0.294,48,85,0.565,16,32,0.5,25,30,0.833,6,35,27,8,1,3,18
MIA,50,2020-02-05,@,LAC,L,111,128,112.3,129.5,98.9,7.3,18.9,0.161,40,93,0.43,16,42,0.381,15,21,0.714,10,46,29,7,2,8,16
MIA,51,2020-02-07,@,SAC,L,97,105,100.8,109.1,96.3,18.5,18.9,0.221,34,77,0.442,12,40,0.3,17,25,0.68,7,42,21,7,5,20,16
MIA,52,2020-02-09,@,POR,L,109,115,107.7,113.6,101.2,11.1,25.5,0.112,39,98,0.398,20,49,0.408,11,14,0.786,13,49,31,6,5,13,22
MIA,53,2020-02-10,@,GSW,W,113,101,114.7,102.5,98.6,10.3,17.1,0.172,43,87,0.494,12,33,0.364,15,21,0.714,7,45,36,10,3,11,19
MIA,54,2020-02-12,@,UTA,L,101,116,103.3,118.6,97.8,10.4,12.2,0.136,38,88,0.432,13,39,0.333,12,16,0.75,6,37,19,11,4,11,22
MIA,55,2020-02-20,@,ATL,L,124,129,113.8,118.4,108.9,11.6,30,0.337,40,98,0.408,11,37,0.297,33,38,0.868,15,51,28,9,7,15,31
MIA,56,2020-02-22,,CLE,W,124,105,126.5,107.2,98,14.6,12.1,0.19,45,79,0.57,19,40,0.475,15,20,0.75,4,29,34,16,4,15,20
MIA,57,2020-02-24,@,CLE,L,119,125,111.1,116.7,97,10.3,18.4,0.156,44,96,0.458,16,42,0.381,15,20,0.75,9,49,33,6,11,12,22
MIA,58,2020-02-26,,MIN,L,126,129,115.3,118.1,109.3,17.8,22.2,0.423,41,78,0.526,11,26,0.423,33,43,0.767,8,43,30,9,8,21,21
MIA,59,2020-02-28,,DAL,W,126,118,130.3,122,96.7,8.7,16.2,0.342,41,79,0.519,17,35,0.486,27,36,0.75,6,40,30,6,2,9,21
MIA,60,2020-02-29,,BRK,W,116,113,121.5,118.3,95.5,5.6,21.7,0.22,41,91,0.451,14,38,0.368,20,24,0.833,10,45,27,4,4,6,21
MIA,61,2020-03-02,,MIL,W,105,89,108.9,92.3,96.4,8.7,13,0.151,37,86,0.43,18,37,0.486,13,18,0.722,6,46,28,4,4,9,19
MIA,62,2020-03-04,,ORL,W,116,113,124.9,121.7,92.9,12.3,16.7,0.152,41,79,0.519,22,44,0.5,12,15,0.8,6,36,31,8,5,12,17
MIA,63,2020-03-06,@,NOP,L,104,110,101.6,107.5,102.3,13.1,20.8,0.244,37,86,0.43,9,33,0.273,21,31,0.677,10,45,27,11,9,15,23
MIA,64,2020-03-08,@,WAS,W,100,89,107.8,95.9,92.8,20.3,16.7,0.348,32,66,0.485,13,28,0.464,23,28,0.821,5,46,21,7,8,20,25
MIA,65,2020-03-11,,CHO,L,98,109,110,122.4,89.1,13.9,20.5,0.06,39,84,0.464,15,44,0.341,5,6,0.833,9,36,32,8,5,14,17
MIL,1,2019-10-24,@,HOU,W,117,111,106.5,101.1,109.8,9.3,11.3,0.091,46,99,0.465,16,46,0.348,9,18,0.5,6,53,31,7,10,11,27
MIL,2,2019-10-26,,MIA,L,126,131,104,108.1,109.8,14.1,9.8,0.287,41,94,0.436,17,54,0.315,27,35,0.771,5,47,22,8,4,18,32
MIL,3,2019-10-28,,CLE,W,129,112,122.9,106.7,104.9,10.5,17.4,0.174,48,92,0.522,17,38,0.447,16,24,0.667,8,50,29,9,7,12,15
MIL,4,2019-10-30,@,BOS,L,105,116,102.6,113.3,102.4,13.9,11.1,0.183,38,82,0.463,14,45,0.311,15,24,0.625,5,45,21,3,4,15,21
MIL,5,2019-11-01,@,ORL,W,123,91,121.1,89.6,101.5,11.4,26.8,0.129,47,93,0.505,17,47,0.362,12,18,0.667,11,58,24,11,4,13,19
MIL,6,2019-11-02,,TOR,W,115,105,116.3,106.2,98.9,9.9,22.2,0.225,41,89,0.461,13,38,0.342,20,25,0.8,10,51,30,4,7,11,22
MIL,7,2019-11-04,@,MIN,W,134,106,120.7,95.5,111,13.8,24.4,0.215,50,93,0.538,14,39,0.359,20,30,0.667,11,57,24,8,6,17,20
MIL,8,2019-11-06,@,LAC,W,129,124,113.8,109.4,113.3,11.7,25.9,0.276,42,98,0.429,18,49,0.367,27,34,0.794,14,54,18,7,11,15,28
MIL,9,2019-11-08,@,UTA,L,100,103,97.3,100.3,102.7,10,26.2,0.232,34,95,0.358,10,36,0.278,22,30,0.733,16,54,14,8,4,12,26
MIL,10,2019-11-10,@,OKC,W,121,119,112.9,111,107.2,19.5,14.3,0.193,47,83,0.566,11,28,0.393,16,18,0.889,5,48,27,9,4,22,21
MIL,11,2019-11-14,,CHI,W,124,115,110.6,102.6,112.1,16.8,32.7,0.386,42,88,0.477,6,33,0.182,34,47,0.723,17,58,24,9,4,22,22
MIL,12,2019-11-16,@,IND,W,102,83,100.4,81.7,101.6,12.4,16.7,0.052,43,96,0.448,11,39,0.282,5,7,0.714,8,55,23,6,8,14,13
MIL,13,2019-11-18,@,CHI,W,115,101,112.7,99,102,13.3,17.8,0.293,38,82,0.463,15,41,0.366,24,35,0.686,8,48,24,12,9,15,16
MIL,14,2019-11-20,@,ATL,W,135,127,121.6,114.4,111,15.7,19,0.299,46,87,0.529,17,43,0.395,26,34,0.765,8,46,25,6,8,19,25
MIL,15,2019-11-21,,POR,W,137,129,128.6,121.1,106.5,9.3,36,0.198,50,106,0.472,16,43,0.372,21,26,0.808,18,58,32,7,3,12,20
MIL,16,2019-11-23,,DET,W,104,90,101.4,87.8,102.5,18.6,20.9,0.107,41,84,0.488,13,37,0.351,9,18,0.5,9,49,25,10,8,21,14
MIL,17,2019-11-25,,UTA,W,122,118,121,117,100.8,7.6,29.4,0.237,43,97,0.443,13,41,0.317,23,29,0.793,15,49,21,6,6,9,15
MIL,18,2019-11-27,,ATL,W,111,102,108.2,99.4,102.6,12.3,22.2,0.193,42,88,0.477,10,34,0.294,17,27,0.63,10,47,25,6,11,14,23
MIL,19,2019-11-29,@,CLE,W,119,110,121.3,112.2,98.1,11.7,25,0.193,45,88,0.511,12,34,0.353,17,23,0.739,11,47,28,7,4,13,15
MIL,20,2019-11-30,,CHO,W,137,96,136.1,95.3,100.7,6.4,15.6,0.094,54,96,0.563,20,44,0.455,9,15,0.6,7,53,41,7,3,7,13
MIL,21,2019-12-02,,NYK,W,132,88,132.1,88.1,99.9,11.5,26.3,0.233,48,86,0.558,16,35,0.457,20,32,0.625,10,57,30,7,4,13,23
MIL,22,2019-12-04,@,DET,W,127,103,123.3,100,103,12.1,24.4,0.278,44,90,0.489,14,35,0.4,25,27,0.926,10,55,25,7,8,14,18
MIL,23,2019-12-06,,LAC,W,119,91,112.9,86.4,105.4,12.7,26.5,0.181,44,94,0.468,14,36,0.389,17,21,0.81,13,53,29,11,6,15,23
MIL,24,2019-12-09,,ORL,W,110,101,107.6,98.8,102.2,12.4,22.2,0.087,43,92,0.467,16,41,0.39,8,15,0.533,10,54,30,7,4,14,19
MIL,25,2019-12-11,,NOP,W,127,112,118.4,104.4,107.2,12.6,12.5,0.086,50,93,0.538,19,39,0.487,8,9,0.889,5,43,27,13,2,14,17
MIL,26,2019-12-13,@,MEM,W,127,114,117.9,105.9,107.7,14.3,20.9,0.322,44,87,0.506,11,30,0.367,28,33,0.848,9,55,22,4,3,17,21
MIL,27,2019-12-14,,CLE,W,125,108,125.5,108.4,99.6,11.1,19.5,0.224,46,85,0.541,14,37,0.378,19,26,0.731,8,41,26,12,6,12,17
MIL,28,2019-12-16,,DAL,L,116,120,110.5,114.4,104.9,6.5,25.4,0.162,44,105,0.419,11,41,0.268,17,24,0.708,15,52,29,8,4,8,23
MIL,29,2019-12-19,,LAL,W,111,104,115.2,107.9,96.4,12.5,20.5,0.299,36,77,0.468,16,39,0.41,23,32,0.719,8,40,22,14,7,13,25
MIL,30,2019-12-21,@,NYK,W,123,102,112.5,93.3,109.3,15.9,17.4,0.271,41,85,0.482,18,43,0.419,23,35,0.657,8,52,26,9,14,19,16
MIL,31,2019-12-22,,IND,W,117,89,115,87.5,101.8,7.5,29.6,0.135,44,104,0.423,15,44,0.341,14,17,0.824,16,61,31,10,9,9,7
MIL,32,2019-12-25,@,PHI,L,109,121,111.1,123.4,98.1,9.2,18.6,0.063,45,95,0.474,13,33,0.394,6,8,0.75,8,47,23,6,6,10,15
MIL,33,2019-12-27,@,ATL,W,112,86,104.8,80.5,106.8,15.7,13.6,0.099,46,91,0.505,11,28,0.393,9,13,0.692,6,56,29,9,8,18,13
MIL,34,2019-12-28,,ORL,W,111,100,111.1,100.1,99.9,20,32.6,0.143,43,84,0.512,13,37,0.351,12,18,0.667,14,58,30,6,5,23,13
MIL,35,2019-12-30,@,CHI,W,123,102,120.9,100.3,101.7,14.5,25.6,0.238,46,84,0.548,11,32,0.344,20,24,0.833,10,59,29,6,9,16,17
MIL,36,2020-01-01,,MIN,W,106,104,98.6,96.8,107.5,13.9,22.2,0.181,40,94,0.426,9,36,0.25,17,26,0.654,12,60,24,4,12,17,22
MIL,37,2020-01-04,,SAS,W,127,118,124.7,115.9,101.8,8.1,15.2,0.276,43,87,0.494,17,45,0.378,24,33,0.727,7,49,23,4,10,9,22
MIL,38,2020-01-06,@,SAS,L,104,126,108.4,131.4,95.9,7.3,18.5,0.137,38,95,0.4,15,45,0.333,13,14,0.929,10,38,24,5,5,8,15
MIL,39,2020-01-08,@,GSW,W,107,98,105.5,96.7,101.4,8.2,11.1,0.322,35,87,0.402,9,41,0.22,28,32,0.875,5,47,22,11,3,9,19
MIL,40,2020-01-10,@,SAC,W,127,106,115.6,96.5,109.8,9.2,15.2,0.242,47,95,0.495,10,39,0.256,23,30,0.767,7,52,29,11,4,11,12
MIL,41,2020-01-11,@,POR,W,122,101,112.5,93.1,108.4,8.2,20,0.136,47,103,0.456,14,38,0.368,14,20,0.7,10,60,21,6,5,10,16
MIL,42,2020-01-14,,NYK,W,128,102,117.3,93.5,109.1,11.8,17.8,0.25,45,92,0.489,15,36,0.417,23,28,0.821,8,59,27,4,8,14,22
MIL,43,2020-01-16,,BOS,W,128,123,122.9,118.1,104.1,8.8,17.5,0.299,43,87,0.494,16,31,0.516,26,37,0.703,7,50,21,6,6,10,22
MIL,44,2020-01-18,@,BRK,W,117,97,107.1,88.8,109.2,17.2,12.5,0.112,45,89,0.506,17,37,0.459,10,16,0.625,5,54,30,8,6,20,16
MIL,45,2020-01-20,,CHI,W,111,98,104.2,92,106.6,20.9,8.6,0.13,45,77,0.584,11,26,0.423,10,23,0.435,3,48,34,7,5,23,15
MIL,46,2020-01-24,@,CHO,W,116,103,115.8,102.8,100.2,13.3,27.9,0.207,44,87,0.506,10,36,0.278,18,24,0.75,12,53,26,8,8,15,22
MIL,47,2020-01-28,,WAS,W,151,131,144.3,125.1,104.7,11.7,31.4,0.356,50,90,0.556,19,37,0.514,32,35,0.914,11,46,31,3,3,14,26
MIL,48,2020-01-31,,DEN,L,115,127,105.6,116.7,108.9,10.9,14,0.179,43,95,0.453,12,40,0.3,17,26,0.654,7,46,29,7,5,13,14
MIL,49,2020-02-02,,PHO,W,129,108,121.1,101.4,106.5,12.8,32,0.186,48,97,0.495,15,38,0.395,18,27,0.667,16,60,30,4,12,16,25
MIL,50,2020-02-04,@,NOP,W,120,108,103.4,93.1,116.1,13.4,16.3,0.127,48,102,0.471,11,36,0.306,13,17,0.765,8,53,34,11,7,17,19
MIL,51,2020-02-06,,PHI,W,112,101,107.2,96.7,104.5,12.1,18.8,0.128,44,94,0.468,12,37,0.324,12,18,0.667,9,60,19,3,8,14,18
MIL,52,2020-02-08,@,ORL,W,111,95,108,92.4,102.8,13.8,21.7,0.129,42,93,0.452,15,39,0.385,12,16,0.75,10,62,26,4,5,16,11
MIL,53,2020-02-10,,SAC,W,123,111,112.5,101.5,109.3,10.9,17,0.198,43,96,0.448,18,42,0.429,19,23,0.826,8,55,26,7,5,13,18
MIL,54,2020-02-12,@,IND,L,111,118,108,114.8,102.8,14.3,23.4,0.264,37,91,0.407,13,37,0.351,24,25,0.96,11,44,18,7,5,17,21
MIL,55,2020-02-20,@,DET,W,126,106,123.1,103.5,102.4,6.3,17,0.237,47,93,0.505,10,33,0.303,22,27,0.815,8,41,24,14,3,7,15
MIL,56,2020-02-22,,PHI,W,119,98,114.6,94.4,103.8,14.9,20,0.099,48,91,0.527,14,41,0.341,9,13,0.692,8,57,35,2,6,17,16
MIL,57,2020-02-24,@,WAS,W,137,134,116.6,114.1,106.4,17.7,10.3,0.256,49,86,0.57,17,37,0.459,22,27,0.815,4,45,26,7,4,21,28
MIL,58,2020-02-25,@,TOR,W,108,97,105,94.3,102.8,11.5,19,0.357,32,84,0.381,14,42,0.333,30,36,0.833,8,53,23,10,10,13,19
MIL,59,2020-02-28,,OKC,W,133,86,124.6,80.6,106.8,13.8,31.1,0.12,50,100,0.5,21,45,0.467,12,14,0.857,14,66,34,6,2,17,21
MIL,60,2020-03-01,@,CHO,W,93,85,97.4,89,95.5,14.3,30,0.184,35,87,0.402,7,31,0.226,16,21,0.762,15,61,20,7,6,16,11
MIL,61,2020-03-02,@,MIA,L,89,105,92.3,108.9,96.4,12.1,16.7,0.14,35,86,0.407,7,34,0.206,12,19,0.632,8,48,19,4,5,13,18
MIL,62,2020-03-04,,IND,W,119,100,111.6,93.8,106.7,13.4,25.6,0.213,43,94,0.457,13,46,0.283,20,22,0.909,11,56,26,8,4,16,14
MIL,63,2020-03-06,@,LAL,L,103,113,92.7,101.7,111.1,16.1,10.6,0.191,37,89,0.416,12,43,0.279,17,23,0.739,5,45,22,8,1,19,32
MIL,64,2020-03-08,@,PHO,L,131,140,125.5,134.1,104.4,8.8,15.2,0.168,51,95,0.537,13,33,0.394,16,21,0.762,7,36,23,7,3,10,29
MIL,65,2020-03-09,@,DEN,L,95,109,92.8,106.5,102.3,14.8,20.8,0.133,34,90,0.378,15,50,0.3,12,18,0.667,11,48,23,8,4,17,15
MIN,1,2019-10-23,@,BRK,W,127,126,109.3,108.5,105.2,9.8,24,0.204,46,108,0.426,13,43,0.302,22,28,0.786,12,52,23,9,4,13,22
MIN,2,2019-10-25,@,CHO,W,121,99,116.4,95.3,103.9,12.5,28.3,0.253,43,91,0.473,12,38,0.316,23,31,0.742,13,52,30,11,6,15,21
MIN,3,2019-10-27,,MIA,W,116,109,111.7,105,103.9,13.2,29.2,0.275,39,91,0.429,13,45,0.289,25,33,0.758,14,46,24,12,1,16,17
MIN,4,2019-10-30,@,PHI,L,95,117,89.4,110.1,106.2,18.4,13,0.259,32,81,0.395,10,35,0.286,21,28,0.75,6,34,12,13,6,21,21
MIN,5,2019-11-02,@,WAS,W,131,109,113.4,94.4,115.5,17.1,8.8,0.128,51,94,0.543,17,39,0.436,12,17,0.706,3,47,33,9,10,21,23
MIN,6,2019-11-04,,MIL,L,106,134,95.5,120.7,111,11.7,22,0.184,37,103,0.359,13,43,0.302,19,22,0.864,13,47,20,12,4,15,23
MIN,7,2019-11-06,@,MEM,L,121,137,113.2,128.2,106.9,9.3,19.6,0.198,43,96,0.448,16,45,0.356,19,26,0.731,10,36,29,9,7,11,22
MIN,8,2019-11-08,,GSW,W,125,119,107.3,102.1,105.5,12.7,35.7,0.18,48,111,0.432,9,36,0.25,20,29,0.69,20,59,20,10,10,18,23
MIN,9,2019-11-10,,DEN,L,98,100,91.3,93.2,97.2,9.7,25.9,0.247,34,97,0.351,6,45,0.133,24,33,0.727,15,53,22,9,10,12,23
MIN,10,2019-11-11,@,DET,W,120,114,120.3,114.2,99.8,14.1,28.9,0.169,45,89,0.506,15,34,0.441,15,19,0.789,11,45,25,7,6,16,23
MIN,11,2019-11-13,,SAS,W,129,114,127,112.3,101.6,8.6,27.7,0.308,45,91,0.495,11,34,0.324,28,34,0.824,13,50,25,11,4,10,25
MIN,12,2019-11-15,,WAS,L,116,137,105.3,124.3,110.2,16.4,19.1,0.236,42,89,0.472,11,37,0.297,21,29,0.724,9,43,26,6,5,20,20
MIN,13,2019-11-16,,HOU,L,105,125,108.2,128.8,97.1,16.1,31.7,0.202,38,84,0.452,12,38,0.316,17,23,0.739,13,46,23,7,5,18,20
MIN,14,2019-11-18,@,UTA,W,112,102,105.2,95.8,106.5,13.3,10.9,0.18,41,89,0.461,14,38,0.368,16,19,0.842,5,51,22,6,10,15,25
MIN,15,2019-11-20,,UTA,L,95,103,99.6,108,95.3,11.7,24,0.124,35,89,0.393,14,45,0.311,11,21,0.524,12,51,13,5,9,13,20
MIN,16,2019-11-23,,PHO,L,98,100,97,99,101,12.4,17,0.11,38,91,0.418,12,42,0.286,10,17,0.588,9,57,26,2,10,14,23
MIN,17,2019-11-25,@,ATL,W,125,113,118.5,107.1,105.5,10.9,29.8,0.311,41,90,0.456,15,35,0.429,28,36,0.778,14,47,27,10,6,13,25
MIN,18,2019-11-27,@,SAS,W,113,101,113.2,101.1,99.9,10.2,15.6,0.247,37,85,0.435,18,40,0.45,21,27,0.778,7,53,28,4,6,11,19
MIN,19,2019-12-01,,MEM,L,107,115,102.4,110,104.5,13.7,20.8,0.353,33,85,0.388,11,36,0.306,30,35,0.857,10,53,22,7,6,16,21
MIN,20,2019-12-04,@,DAL,L,114,121,121.5,129,93.8,10.7,31.9,0.258,37,89,0.416,17,38,0.447,23,26,0.885,15,44,23,5,7,12,21
