Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,TOV%,ORB%,FT/FGA,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
MIN,21,2019-12-06,@,OKC,L,127,139,122.1,133.7,94.2,11,25,0.146,50,96,0.521,13,38,0.342,14,20,0.7,10,36,25,8,2,13,29
MIN,22,2019-12-08,@,LAL,L,125,142,123.4,140.2,101.3,13.6,16.2,0.262,44,84,0.524,15,37,0.405,22,26,0.846,6,31,27,5,6,15,18
MIN,23,2019-12-09,@,PHO,L,109,125,110.2,126.3,98.9,14.1,26.8,0.271,40,85,0.471,6,22,0.273,23,29,0.793,11,45,14,6,7,16,23
MIN,24,2019-12-11,,UTA,L,116,127,121.2,132.7,95.7,9.7,30.6,0.231,40,91,0.44,15,41,0.366,21,26,0.808,15,42,18,9,3,11,19
MIN,25,2019-12-13,,LAC,L,117,124,108.9,115.4,107.4,15.1,15.9,0.365,38,85,0.447,10,41,0.244,31,37,0.838,7,39,17,9,3,18,26
MIN,26,2019-12-18,,NOP,L,99,107,98.9,106.9,100.1,8.6,21.4,0.179,36,95,0.379,10,39,0.256,17,27,0.63,12,43,20,9,3,10,18
MIN,27,2019-12-20,@,DEN,L,100,109,104.7,114.1,95.6,12.4,32,0.207,36,87,0.414,10,42,0.238,18,27,0.667,16,46,20,8,8,14,15
MIN,28,2019-12-21,@,POR,L,106,113,104.7,111.6,101.2,14.5,17.5,0.172,38,87,0.437,15,37,0.405,15,16,0.938,7,39,16,8,8,16,18
MIN,29,2019-12-23,@,GSW,L,104,113,100.3,109,103.6,13.8,17.6,0.264,35,87,0.402,11,34,0.324,23,29,0.793,9,40,16,10,7,16,18
MIN,30,2019-12-26,@,SAC,W,105,104,93.7,92.8,92.7,10,21.5,0.221,36,104,0.346,10,46,0.217,23,29,0.793,14,65,23,7,5,13,20
MIN,31,2019-12-28,,CLE,L,88,94,85.4,91.2,103.1,15.1,23.3,0.151,33,93,0.355,8,37,0.216,14,19,0.737,14,40,17,17,8,18,29
MIN,32,2019-12-30,,BRK,W,122,115,103.5,97.6,106.7,10.7,17.7,0.202,42,104,0.404,17,44,0.386,21,29,0.724,11,60,20,12,8,14,22
MIN,33,2020-01-01,@,MIL,L,104,106,96.8,98.6,107.5,9.6,11.1,0.231,34,91,0.374,15,46,0.326,21,28,0.75,6,48,18,7,8,11,25
MIN,34,2020-01-02,,GSW,W,99,84,105.4,89.5,93.9,10.5,32.1,0.105,38,95,0.4,13,43,0.302,10,17,0.588,17,52,22,7,7,12,20
MIN,35,2020-01-05,@,CLE,W,118,103,119,103.8,99.2,13.7,30.4,0.105,47,95,0.495,14,38,0.368,10,13,0.769,14,43,32,16,8,16,19
MIN,36,2020-01-07,@,MEM,L,112,119,108.6,115.4,103.1,15.4,22.2,0.189,40,90,0.444,15,47,0.319,17,21,0.81,10,40,23,10,1,18,23
MIN,37,2020-01-09,,POR,W,116,102,118.4,104.1,98,12.5,35.7,0.169,44,89,0.494,13,32,0.406,15,21,0.714,15,56,25,7,9,14,28
MIN,38,2020-01-11,@,HOU,L,109,139,97.2,123.9,112.2,14,22,0.253,36,95,0.379,13,48,0.271,24,36,0.667,13,44,28,12,4,18,18
MIN,39,2020-01-13,,OKC,L,104,117,105.4,118.5,98.7,8.2,17,0.176,38,91,0.418,12,35,0.343,16,21,0.762,9,37,23,10,6,9,21
MIN,40,2020-01-15,,IND,L,99,104,101.2,106.3,97.9,13.6,20.8,0.136,38,88,0.432,11,28,0.393,12,16,0.75,10,45,26,6,7,15,14
MIN,41,2020-01-17,@,IND,L,114,116,114.3,116.3,99.8,11.8,15.9,0.193,40,88,0.455,17,39,0.436,17,21,0.81,7,36,22,4,1,13,19
MIN,42,2020-01-18,,TOR,L,112,122,106.3,115.7,105.4,13.8,25.5,0.234,38,94,0.404,14,50,0.28,22,27,0.815,12,49,34,8,5,17,18
MIN,43,2020-01-20,,DEN,L,100,107,107.3,114.9,93.2,8.5,21.6,0.121,38,91,0.418,13,42,0.31,11,14,0.786,11,42,26,7,5,9,11
MIN,44,2020-01-22,@,CHI,L,110,117,109.2,116.1,100.8,15.7,20.8,0.151,41,86,0.477,15,44,0.341,13,24,0.542,10,43,27,7,3,18,25
MIN,45,2020-01-24,,HOU,L,124,131,114.9,121.4,107.9,13.7,30.2,0.173,48,98,0.49,11,32,0.344,17,20,0.85,13,51,28,8,8,17,26
MIN,46,2020-01-25,,OKC,L,104,113,104.2,113.2,99.8,11.7,14.9,0.133,40,90,0.444,12,43,0.279,12,18,0.667,7,41,33,9,4,13,21
MIN,47,2020-01-27,,SAC,L,129,133,118.2,121.9,98.8,16.2,22.2,0.225,43,89,0.483,23,46,0.5,20,33,0.606,10,45,29,7,8,20,27
MIN,48,2020-02-01,@,LAC,L,106,118,99.5,110.7,106.5,14.5,13.6,0.369,34,84,0.405,7,39,0.179,31,37,0.838,6,44,24,9,4,17,20
MIN,49,2020-02-03,@,SAC,L,109,113,114.3,118.5,95.4,14.1,34.1,0.259,37,85,0.435,13,38,0.342,22,28,0.786,14,45,25,12,6,16,25
MIN,50,2020-02-05,,ATL,L,120,127,111.2,117.7,107.9,13.4,14,0.231,45,91,0.495,9,35,0.257,21,28,0.75,6,33,18,13,7,16,21
MIN,51,2020-02-08,,LAC,W,142,115,136,110.1,104.4,10.4,20.5,0.126,52,95,0.547,26,44,0.591,12,18,0.667,9,46,39,8,3,12,21
MIN,52,2020-02-10,@,TOR,L,126,137,115.9,126.1,108.7,18.5,23.8,0.349,39,86,0.453,18,40,0.45,30,35,0.857,10,38,24,6,4,23,19
MIN,53,2020-02-12,,CHO,L,108,115,106.2,113.1,101.7,9.1,25.9,0.158,39,101,0.386,14,49,0.286,16,20,0.8,14,48,25,10,7,11,19
MIN,54,2020-02-21,,BOS,L,117,127,114.4,124.1,102.3,7.1,16,0.337,36,89,0.404,15,42,0.357,30,35,0.857,8,43,23,8,10,8,27
MIN,55,2020-02-23,@,DEN,L,116,128,110.9,122.4,104.6,12.7,21.4,0.244,40,90,0.444,14,40,0.35,22,29,0.759,9,38,26,7,2,15,16
MIN,56,2020-02-24,@,DAL,L,123,139,111.8,126.3,110,9.1,14.9,0.253,42,95,0.442,15,42,0.357,24,34,0.706,7,42,16,4,6,11,22
MIN,57,2020-02-26,@,MIA,W,129,126,118.1,115.3,109.3,13.6,12.5,0.198,47,91,0.516,17,46,0.37,18,25,0.72,5,33,28,16,8,16,35
MIN,58,2020-02-28,@,ORL,L,125,136,112.6,122.5,111,12.4,12,0.168,46,95,0.484,17,44,0.386,16,24,0.667,6,33,27,10,6,15,20
MIN,59,2020-03-01,,DAL,L,91,111,85.7,104.6,106.2,11,21.9,0.061,36,99,0.364,13,42,0.31,6,15,0.4,14,57,19,9,3,13,17
MIN,60,2020-03-03,@,NOP,W,139,134,125.9,121.4,110.4,13.1,24.4,0.175,54,97,0.557,14,34,0.412,17,20,0.85,10,42,31,11,2,16,22
MIN,61,2020-03-04,,CHI,W,115,108,118.3,111.1,97.2,15.6,24.4,0.198,40,81,0.494,19,43,0.442,16,25,0.64,10,43,27,5,4,17,15
MIN,62,2020-03-06,,ORL,L,118,132,116.6,130.4,101.2,7,20.4,0.163,46,98,0.469,10,37,0.27,16,20,0.8,10,36,30,6,3,8,21
MIN,63,2020-03-08,,NOP,L,107,120,93.5,104.8,114.5,13.6,17,0.266,37,94,0.394,8,33,0.242,25,31,0.806,9,42,20,15,3,17,23
MIN,64,2020-03-10,@,HOU,L,111,117,110.5,116.5,100.4,16.2,22.2,0.205,40,83,0.482,14,35,0.4,17,23,0.739,8,41,21,9,0,18,20
NOR,1,2019-10-22,@,TOR,L,122,130,108.1,115.2,102.2,14.6,28.1,0.167,43,102,0.422,19,45,0.422,17,20,0.85,16,53,30,4,9,19,34
NOR,2,2019-10-25,,DAL,L,116,123,112.8,119.6,102.8,11.8,24.5,0.112,45,98,0.459,15,41,0.366,11,15,0.733,12,48,30,6,3,14,22
NOR,3,2019-10-26,@,HOU,L,123,126,109.3,111.9,112.6,13.7,20,0.13,46,100,0.46,18,50,0.36,13,16,0.813,9,42,27,9,2,17,30
NOR,4,2019-10-28,,GSW,L,123,134,109.7,119.5,112.1,11.7,20.8,0.117,48,103,0.466,15,47,0.319,12,22,0.545,11,41,36,13,7,15,20
NOR,5,2019-10-31,,DEN,W,122,107,118.7,104.1,102.8,14.1,6.3,0.325,41,77,0.532,15,33,0.455,25,32,0.781,2,37,30,7,4,15,21
NOR,6,2019-11-02,@,OKC,L,104,115,102.7,113.6,101.3,13.4,32.1,0.138,40,94,0.426,11,32,0.344,13,22,0.591,17,56,25,7,5,16,25
NOR,7,2019-11-04,@,BRK,L,125,135,110.2,119,113.5,16.5,23.3,0.165,48,97,0.495,13,32,0.406,16,21,0.762,10,39,18,16,5,21,26
NOR,8,2019-11-08,,TOR,L,104,122,95.4,111.9,109.1,14.3,24.6,0.141,40,99,0.404,10,41,0.244,14,21,0.667,14,53,21,7,6,18,23
NOR,9,2019-11-09,@,CHO,W,115,110,108.5,103.8,106,22.8,23.7,0.28,40,75,0.533,14,33,0.424,21,30,0.7,9,45,25,13,6,26,28
NOR,10,2019-11-11,,HOU,L,116,122,107.5,113.1,107.9,13,23.1,0.211,41,95,0.432,14,45,0.311,20,27,0.741,12,46,26,8,3,16,23
NOR,11,2019-11-14,,LAC,W,132,127,125.9,121.1,104.8,11.2,36.7,0.204,47,98,0.48,18,34,0.529,20,29,0.69,18,51,26,11,5,14,25
NOR,12,2019-11-16,@,MIA,L,94,109,99,114.8,95,17.5,16.3,0.049,37,82,0.451,16,35,0.457,4,6,0.667,7,31,23,10,2,18,16
NOR,13,2019-11-17,,GSW,W,108,100,110.6,102.4,97.6,11.7,24.4,0.18,37,89,0.416,18,46,0.391,16,20,0.8,11,48,24,3,5,13,21
NOR,14,2019-11-19,,POR,W,115,104,114.9,103.9,100.1,11.2,30.2,0.215,41,93,0.441,13,36,0.361,20,24,0.833,16,53,24,10,5,13,15
NOR,15,2019-11-21,@,PHO,W,124,121,119.7,116.8,103.6,14.8,21.6,0.159,47,88,0.534,16,35,0.457,14,22,0.636,8,44,28,8,6,17,25
NOR,16,2019-11-23,@,UTA,L,120,128,113.3,120.9,105.9,8.3,17.6,0.188,42,101,0.416,17,41,0.415,19,20,0.95,9,38,21,7,6,10,24
NOR,17,2019-11-24,@,LAC,L,109,134,109.2,134.2,99.8,7.8,23.1,0.102,43,98,0.439,13,41,0.317,10,18,0.556,12,45,26,1,6,9,26
NOR,18,2019-11-27,,LAL,L,110,114,109.8,113.8,100.1,16.4,30.2,0.298,34,84,0.405,17,40,0.425,25,30,0.833,13,42,20,7,4,19,23
NOR,19,2019-11-29,@,OKC,L,104,109,103.8,108.8,100.2,11.9,16.3,0.172,39,87,0.448,11,38,0.289,15,21,0.714,7,44,19,8,3,13,12
NOR,20,2019-12-01,,OKC,L,104,107,106.3,109.4,97.8,10.7,6.7,0.103,39,87,0.448,17,38,0.447,9,10,0.9,3,41,22,6,7,11,22
NOR,21,2019-12-03,,DAL,L,97,118,98,119.3,98.9,9.9,18,0.106,38,94,0.404,11,41,0.268,10,15,0.667,9,47,20,4,4,11,19
NOR,22,2019-12-05,,PHO,L,132,139,114.8,120.8,104.2,18.3,15.8,0.31,44,87,0.506,17,41,0.415,27,35,0.771,6,40,27,13,9,23,29
NOR,23,2019-12-07,@,DAL,L,84,130,82.8,128.2,101.4,12.5,14.5,0.191,32,89,0.36,3,32,0.094,17,21,0.81,8,34,17,4,2,14,23
NOR,24,2019-12-09,,DET,L,103,105,101.9,103.9,101,10.6,21.7,0.165,40,91,0.44,8,38,0.211,15,22,0.682,10,45,24,6,1,12,22
NOR,25,2019-12-11,@,MIL,L,112,127,104.4,118.4,107.2,17.7,15.6,0.205,39,88,0.443,16,45,0.356,18,22,0.818,7,42,29,8,5,21,17
NOR,26,2019-12-13,@,PHI,L,109,116,110.3,117.4,98.8,8,24,0.273,38,88,0.432,9,24,0.375,24,35,0.686,12,45,24,5,2,9,29
NOR,27,2019-12-15,,ORL,L,119,130,121,132.1,98.4,15.4,26.2,0.068,47,88,0.534,19,43,0.442,6,12,0.5,11,40,34,6,7,17,21
NOR,28,2019-12-17,,BRK,L,101,108,94.1,100.7,97.2,6.4,25,0.15,37,107,0.346,11,40,0.275,16,24,0.667,16,58,20,3,9,8,19
NOR,29,2019-12-18,@,MIN,W,107,99,106.9,98.9,100.1,15.1,26.2,0.198,38,86,0.442,14,33,0.424,17,21,0.81,11,55,23,6,4,17,19
NOR,30,2019-12-20,@,GSW,L,102,106,100.5,104.4,101.5,14.2,26,0.161,39,93,0.419,9,34,0.265,15,23,0.652,13,48,23,8,5,17,19
NOR,31,2019-12-23,@,POR,W,102,94,103.6,95.5,98.5,10.7,24.5,0.118,38,93,0.409,15,35,0.429,11,16,0.688,13,55,23,6,6,12,19
NOR,32,2019-12-25,@,DEN,W,112,100,117.2,104.7,95.5,15.9,34.1,0.133,41,90,0.456,18,43,0.419,12,12,1,14,52,23,9,5,18,14
NOR,33,2019-12-28,,IND,W,120,98,119.3,97.4,100.6,10.5,24.4,0.172,43,93,0.462,18,42,0.429,16,20,0.8,11,49,25,9,2,12,18
NOR,34,2019-12-29,,HOU,W,127,112,128.8,113.5,98.6,7.7,29.8,0.088,50,102,0.49,18,44,0.409,9,13,0.692,14,46,32,9,4,9,17
NOR,35,2020-01-03,@,LAL,L,113,123,110.4,120.2,102.4,9.5,18.8,0.059,48,102,0.471,11,37,0.297,6,7,0.857,9,40,24,4,10,11,20
NOR,36,2020-01-04,@,SAC,W,117,115,111.4,109.5,105,12.9,19.6,0.287,38,87,0.437,16,45,0.356,25,33,0.758,9,44,28,11,3,15,25
NOR,37,2020-01-06,,UTA,L,126,128,127.4,129.4,98.9,5.3,26.5,0.255,45,94,0.479,12,31,0.387,24,30,0.8,13,48,23,4,5,6,20
NOR,38,2020-01-08,,CHI,W,123,108,122.7,107.8,100.2,12.2,29.3,0.299,41,87,0.471,15,44,0.341,26,32,0.813,12,50,31,7,8,14,16
NOR,39,2020-01-10,@,NYK,W,123,111,116.9,105.5,105.3,16.9,15.8,0.105,48,86,0.558,18,38,0.474,9,17,0.529,6,43,35,8,6,19,16
NOR,40,2020-01-11,@,BOS,L,105,140,99.5,132.6,105.6,12.9,25.9,0.11,40,100,0.4,14,45,0.311,11,18,0.611,15,43,29,4,6,16,19
NOR,41,2020-01-13,@,DET,W,117,110,104.4,98.2,101.5,14.2,30.9,0.214,43,103,0.417,9,26,0.346,22,27,0.815,17,61,23,6,5,19,19
NOR,42,2020-01-16,,UTA,W,138,132,124.1,118.7,100.7,10.7,22,0.269,51,93,0.548,11,26,0.423,25,35,0.714,9,45,29,8,9,13,27
NOR,43,2020-01-18,,LAC,L,130,133,119.5,122.3,108.8,17.1,31.6,0.267,46,86,0.535,15,41,0.366,23,36,0.639,12,48,32,7,4,21,26
NOR,44,2020-01-20,@,MEM,W,126,116,116.8,107.5,107.9,14,12.2,0.239,42,88,0.477,21,48,0.438,21,24,0.875,5,43,24,7,7,16,18
NOR,45,2020-01-22,,SAS,L,117,121,116,119.9,100.9,12.5,18.6,0.298,39,84,0.464,14,36,0.389,25,32,0.781,8,41,26,6,3,14,21
NOR,46,2020-01-24,,DEN,L,106,113,109.6,116.8,96.7,15.2,27.3,0.22,38,82,0.463,12,27,0.444,18,30,0.6,12,45,24,8,7,17,17
NOR,47,2020-01-26,,BOS,W,123,108,118.4,104,103.9,14.7,37.5,0.207,44,92,0.478,16,36,0.444,19,29,0.655,18,54,31,7,5,18,21
NOR,48,2020-01-28,@,CLE,W,125,111,122.7,109,101.9,14,17.9,0.205,47,88,0.534,13,34,0.382,18,24,0.75,7,41,29,9,11,16,16
NOR,49,2020-01-31,,MEM,W,139,111,131.8,105.2,105.5,15.1,41,0.232,51,95,0.537,15,34,0.441,22,26,0.846,16,57,30,8,4,19,22
NOR,50,2020-02-02,@,HOU,L,109,117,102.7,110.2,106.1,17,33.3,0.16,42,94,0.447,10,33,0.303,15,20,0.75,16,63,21,6,6,21,16
NOR,51,2020-02-04,,MIL,L,108,120,93.1,103.4,116.1,13.4,15.1,0.182,38,99,0.384,14,49,0.286,18,24,0.75,8,49,26,10,6,17,17
NOR,52,2020-02-06,@,CHI,W,125,119,118.3,112.6,105.7,18,23.7,0.126,49,87,0.563,16,38,0.421,11,19,0.579,9,45,38,12,7,21,20
NOR,53,2020-02-08,@,IND,W,124,117,118.9,112.2,104.3,12.4,31.4,0.221,44,95,0.463,15,38,0.395,21,25,0.84,16,53,27,8,2,15,24
NOR,54,2020-02-11,,POR,W,138,117,133,112.7,103.8,10.9,33.3,0.283,49,92,0.533,14,34,0.412,26,32,0.813,14,50,40,7,5,13,20
NOR,55,2020-02-13,,OKC,L,118,123,113.9,118.8,103.6,14.8,18.6,0.233,42,86,0.488,14,35,0.4,20,27,0.741,8,46,31,3,7,17,20
NOR,56,2020-02-21,@,POR,W,128,115,122.4,110,104.5,14.7,21.4,0.238,45,84,0.536,18,34,0.529,20,33,0.606,9,46,36,8,3,17,23
NOR,57,2020-02-23,@,GSW,W,115,101,115.3,101.3,99.7,11.1,27.5,0.061,46,98,0.469,17,42,0.405,6,13,0.462,14,52,34,7,5,13,15
NOR,58,2020-02-25,@,LAL,L,109,118,98.5,106.7,110.6,16.8,14,0.267,39,86,0.453,8,27,0.296,23,30,0.767,6,45,31,10,2,20,24
NOR,59,2020-02-28,,CLE,W,116,104,117.4,105.2,98.8,14.5,33.3,0.125,48,88,0.545,9,23,0.391,11,15,0.733,12,49,36,12,8,16,17
NOR,60,2020-03-01,,LAL,L,114,122,107.8,115.3,105.8,12.7,33.3,0.284,40,95,0.421,7,32,0.219,27,33,0.818,15,52,24,7,3,16,11
NOR,61,2020-03-03,,MIN,L,134,139,121.4,125.9,110.4,11.8,28.9,0.16,52,100,0.52,14,39,0.359,16,27,0.593,13,44,37,13,2,15,18
NOR,62,2020-03-04,@,DAL,L,123,127,108,111.6,103.1,10.5,25.9,0.053,50,114,0.439,17,46,0.37,6,11,0.545,15,52,28,8,4,14,23
NOR,63,2020-03-06,,MIA,W,110,104,107.5,101.6,102.3,14.1,30,0.22,38,91,0.418,14,38,0.368,20,28,0.714,15,53,28,7,6,17,25
NOR,64,2020-03-08,@,MIN,W,120,107,104.8,93.5,114.5,19.4,23.3,0.233,44,90,0.489,11,35,0.314,21,31,0.677,10,54,28,7,5,25,23
NYK,1,2019-10-23,@,SAS,L,111,120,101.9,110.2,108.9,12.1,10.9,0.138,44,94,0.468,10,30,0.333,13,18,0.722,5,39,24,16,1,14,32
NYK,2,2019-10-25,@,BRK,L,109,113,101.6,105.3,107.3,21.8,20.5,0.198,38,81,0.469,17,25,0.68,16,28,0.571,9,39,17,14,4,26,31
NYK,3,2019-10-26,,BOS,L,95,118,93.3,115.8,101.9,19.2,32.7,0.317,31,82,0.378,7,27,0.259,26,34,0.765,16,55,15,7,4,23,26
NYK,4,2019-10-28,,CHI,W,105,98,111.5,104.1,94.2,13.9,45.5,0.22,38,91,0.418,9,29,0.31,20,32,0.625,25,63,19,3,6,17,19
NYK,5,2019-10-30,@,ORL,L,83,95,95.7,109.5,86.8,10.8,20.8,0.171,31,82,0.378,7,31,0.226,14,20,0.7,10,44,19,1,10,11,15
NYK,6,2019-11-01,@,BOS,L,102,104,105.3,107.4,96.9,11.3,28.1,0.151,37,93,0.398,14,38,0.368,14,21,0.667,16,51,22,9,4,13,23
NYK,7,2019-11-03,,SAC,L,92,113,95.4,117.2,96.4,12.2,18.4,0.25,32,80,0.4,8,31,0.258,20,31,0.645,9,38,18,6,5,13,23
NYK,8,2019-11-06,@,DET,L,102,122,106.6,127.5,95.7,12.7,12.5,0.163,39,80,0.488,11,25,0.44,13,21,0.619,5,30,24,9,4,13,20
NYK,9,2019-11-08,@,DAL,W,106,102,105.6,101.7,100.3,10.5,25.9,0.202,37,89,0.416,14,28,0.5,18,31,0.581,14,56,19,9,3,12,20
NYK,10,2019-11-10,,CLE,L,87,108,88.6,109.9,98.2,17.8,32.1,0.186,31,86,0.36,9,31,0.29,16,25,0.64,17,52,19,11,8,21,26
NYK,11,2019-11-12,@,CHI,L,102,120,99.5,117.1,102.5,15,26,0.227,36,88,0.409,10,32,0.313,20,31,0.645,13,38,27,12,1,18,28
NYK,12,2019-11-14,,DAL,W,106,103,111.2,108,95.4,13.2,31.9,0.096,42,94,0.447,13,30,0.433,9,11,0.818,15,53,20,6,2,15,27
NYK,13,2019-11-16,,CHO,L,102,103,112.3,113.4,90.8,10.3,30.2,0.209,39,86,0.453,6,20,0.3,18,23,0.783,13,48,22,5,1,11,21
NYK,14,2019-11-18,,CLE,W,123,105,127.6,108.9,96.4,5.8,38,0.276,44,98,0.449,8,23,0.348,27,35,0.771,19,47,17,8,10,7,24
NYK,15,2019-11-20,@,PHI,L,104,109,107.5,112.7,96.7,13.4,17.1,0.131,40,84,0.476,13,25,0.52,11,15,0.733,7,42,17,8,6,14,25
NYK,16,2019-11-23,,SAS,L,104,111,105.6,112.7,98.5,9.9,20.8,0.097,40,93,0.43,15,40,0.375,9,15,0.6,10,37,30,12,3,11,22
NYK,17,2019-11-24,,BRK,L,101,103,109.5,111.7,92.2,15.5,24.3,0.113,37,80,0.463,18,35,0.514,9,16,0.563,9,43,22,6,4,16,29
NYK,18,2019-11-27,@,TOR,L,98,126,102,131.1,96.1,15.4,30,0.227,33,88,0.375,12,41,0.293,20,24,0.833,15,45,19,6,4,18,17
NYK,19,2019-11-29,,PHI,L,95,101,99.8,106.1,95.2,13.1,19.1,0.244,34,78,0.436,8,20,0.4,19,33,0.576,9,37,14,5,4,14,33
NYK,20,2019-12-01,,BOS,L,104,113,109,118.4,95.5,13.2,22.2,0.342,35,76,0.461,8,26,0.308,26,37,0.703,8,39,15,7,6,14,25
NYK,21,2019-12-02,@,MIL,L,88,132,88.1,132.1,99.9,8.7,23,0.242,28,91,0.308,10,39,0.256,22,33,0.667,14,42,13,4,7,10,21
NYK,22,2019-12-05,,DEN,L,92,129,93.1,130.6,98.8,13.1,11.4,0.181,34,83,0.41,9,34,0.265,15,23,0.652,5,33,23,9,7,14,16
NYK,23,2019-12-07,,IND,L,103,104,103.8,104.8,99.2,9.5,28.8,0.156,39,96,0.406,10,31,0.323,15,21,0.714,15,52,24,11,6,11,14
NYK,24,2019-12-10,@,POR,L,87,115,87.3,115.4,99.6,9.7,19,0.176,32,91,0.352,7,38,0.184,16,26,0.615,11,47,16,5,3,11,18
NYK,25,2019-12-11,@,GSW,W,124,122,114.2,112.4,98.3,14.6,27.3,0.289,43,90,0.478,12,29,0.414,26,34,0.765,12,58,25,5,7,18,24
NYK,26,2019-12-13,@,SAC,W,103,101,113.8,111.6,90.5,7.4,29.8,0.063,44,95,0.463,9,30,0.3,6,10,0.6,14,48,24,7,3,8,18
NYK,27,2019-12-15,@,DEN,L,105,111,113.7,120.2,92.4,10.1,31.1,0.096,44,94,0.468,8,32,0.25,9,10,0.9,14,47,20,9,2,11,19
NYK,28,2019-12-17,,ATL,W,143,120,135.8,114,105.3,9.2,32.5,0.253,53,95,0.558,13,28,0.464,24,31,0.774,13,55,30,7,6,11,21
NYK,29,2019-12-20,@,MIA,L,114,129,113.7,128.6,100.3,6.9,23.6,0.234,41,94,0.436,10,34,0.294,22,33,0.667,13,41,23,11,2,8,25
NYK,30,2019-12-21,,MIL,L,102,123,93.3,112.5,109.3,11.6,17,0.155,39,97,0.402,9,30,0.3,15,21,0.714,9,47,23,10,6,14,27
NYK,31,2019-12-23,,WAS,L,115,121,114.4,120.4,100.5,12.3,25.6,0.129,44,93,0.473,15,36,0.417,12,15,0.8,11,44,29,4,10,14,25
NYK,32,2019-12-26,@,BRK,W,94,82,97.7,85.2,96.2,11.6,24.1,0.12,37,92,0.402,9,29,0.31,11,15,0.733,13,60,16,6,2,13,27
NYK,33,2019-12-28,@,WAS,W,107,100,103,96.3,103.9,17.9,23.9,0.235,38,85,0.447,11,31,0.355,20,26,0.769,11,56,25,5,5,21,25
NYK,34,2020-01-01,,POR,W,117,93,118.8,94.4,98.5,6.3,19.6,0.092,47,98,0.48,14,36,0.389,9,14,0.643,9,55,29,3,6,7,14
NYK,35,2020-01-03,@,PHO,L,112,120,107.2,114.9,104.5,12.5,25,0.217,41,92,0.446,10,37,0.27,20,30,0.667,13,52,19,7,7,15,26
NYK,36,2020-01-05,@,LAC,L,132,135,124.6,127.4,105.9,13.8,20,0.286,48,84,0.571,12,23,0.522,24,37,0.649,8,37,22,11,4,16,26
NYK,37,2020-01-07,@,LAL,L,87,117,86.3,116.1,100.8,13.6,26.3,0.095,37,95,0.389,4,20,0.2,9,16,0.563,15,47,15,10,3,16,20
NYK,38,2020-01-08,@,UTA,L,104,128,111.1,136.7,93.6,8.1,26.9,0.113,42,97,0.433,9,25,0.36,11,11,1,14,41,18,3,1,9,17
NYK,39,2020-01-10,,NOP,L,111,123,105.5,116.9,105.3,10.7,27.5,0.14,46,100,0.46,5,27,0.185,14,20,0.7,14,46,26,13,1,13,16
NYK,40,2020-01-12,,MIA,W,124,121,130.1,127,95.3,5.5,24.4,0.256,46,90,0.511,9,31,0.29,23,28,0.821,10,39,24,11,3,6,23
NYK,41,2020-01-14,@,MIL,L,102,128,93.5,117.3,109.1,8.8,19,0.186,36,102,0.353,11,37,0.297,19,26,0.731,12,49,26,7,3,11,21
NYK,42,2020-01-16,,PHO,L,98,121,93.8,115.8,104.5,15.2,20.4,0.178,37,90,0.411,8,26,0.308,16,24,0.667,10,40,21,12,3,18,21
NYK,43,2020-01-18,,PHI,L,87,90,92.6,95.8,93.9,12.7,25,0.125,35,88,0.398,6,25,0.24,11,18,0.611,12,48,20,4,5,14,18
NYK,44,2020-01-20,@,CLE,W,106,86,113.5,92.1,93.4,9.8,15.9,0.176,41,85,0.482,9,23,0.391,15,17,0.882,7,49,17,6,9,10,17
NYK,45,2020-01-22,,LAL,L,92,100,99.3,107.9,92.6,15.4,28.9,0.102,36,88,0.409,11,34,0.324,9,13,0.692,13,47,24,4,4,17,23
NYK,46,2020-01-24,,TOR,L,112,118,122.6,129.2,91.4,12.9,35,0.176,42,85,0.494,13,36,0.361,15,21,0.714,14,46,26,5,4,14,21
NYK,47,2020-01-26,,BRK,W,110,97,115.7,102,95.1,11.7,34.1,0.065,49,92,0.533,6,19,0.316,6,13,0.462,14,48,19,7,8,13,23
NYK,48,2020-01-28,@,CHO,L,92,97,98.3,103.7,93.6,12.5,18.6,0.081,38,86,0.442,9,32,0.281,7,11,0.636,8,42,17,5,7,13,26
NYK,49,2020-01-29,,MEM,L,106,127,101.7,121.9,104.2,13.4,22.9,0.209,39,91,0.429,9,28,0.321,19,29,0.655,11,46,26,9,6,16,22
NYK,50,2020-02-01,@,IND,W,92,85,103.2,95.4,89.1,11.5,31.8,0.207,34,82,0.415,7,26,0.269,17,23,0.739,14,57,19,5,1,12,20
NYK,51,2020-02-03,@,CLE,W,139,134,128.7,124.1,97.8,9.7,29.3,0.147,57,102,0.559,10,26,0.385,15,21,0.714,12,46,33,11,1,12,18
NYK,52,2020-02-06,,ORL,W,105,103,105.7,103.7,99.3,11.5,23.8,0.141,43,92,0.467,6,20,0.3,13,19,0.684,10,39,27,12,5,13,23
NYK,53,2020-02-08,@,DET,W,95,92,108.4,105,87.6,14,39,0.129,38,85,0.447,8,22,0.364,11,17,0.647,16,47,24,5,6,15,21
NYK,54,2020-02-09,@,ATL,L,135,140,112.1,116.3,99.6,12.3,27.8,0.164,52,110,0.473,13,34,0.382,18,25,0.72,15,56,30,12,6,17,29
