Rk ATL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk ATL,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
55,55,2020-02-20,@,ATL,L,124,129,113.8,118.4,108.9,0.388,0.378,0.54,55.4,70,8.3,14,,0.464,11.6,30,0.337,,0.576,13.7,85.7,0.365,55,55,2020-02-20,@,ATL,L,124,129,40,98,0.408,11,37,0.297,33,38,0.868,15,51,28,9,7,15,31
56,56,2020-02-22,,CLE,W,124,105,126.5,107.2,98,0.253,0.506,0.706,42,75.6,16.3,9.3,,0.69,14.6,12.1,0.19,,0.563,21.3,69.4,0.203,56,56,2020-02-22,,CLE,W,124,105,45,79,0.57,19,40,0.475,15,20,0.75,4,29,34,16,4,15,20
57,57,2020-02-24,@,CLE,L,119,125,111.1,116.7,97,0.208,0.438,0.568,48,75,5.6,18.3,,0.542,10.3,18.4,0.156,,0.515,9.7,75.5,0.258,57,57,2020-02-24,@,CLE,L,119,125,44,96,0.458,16,42,0.381,15,20,0.75,9,49,33,6,11,12,22
58,58,2020-02-26,,MIN,L,126,129,115.3,118.1,109.3,0.551,0.333,0.65,56.6,73.2,8.2,17.8,,0.596,17.8,22.2,0.423,,0.61,13.6,87.5,0.198,58,58,2020-02-26,,MIN,L,126,129,41,78,0.526,11,26,0.423,33,43,0.767,8,43,30,9,8,21,21
59,59,2020-02-28,,DAL,W,126,118,130.3,122,96.7,0.456,0.443,0.664,53.3,73.2,6.2,5.9,,0.627,8.7,16.2,0.342,,0.601,10.6,89.5,0.202,59,59,2020-02-28,,DAL,W,126,118,41,79,0.519,17,35,0.486,27,36,0.75,6,40,30,6,2,9,21
60,60,2020-02-29,,BRK,W,116,113,121.5,118.3,95.5,0.264,0.418,0.571,50.6,65.9,4.2,9.5,,0.527,5.6,21.7,0.22,,0.558,9.4,81.4,0.198,60,60,2020-02-29,,BRK,W,116,113,41,91,0.451,14,38,0.368,20,24,0.833,10,45,27,4,4,6,21
61,61,2020-03-02,,MIL,W,105,89,108.9,92.3,96.4,0.209,0.43,0.559,48.9,75.7,4.1,7.7,,0.535,8.7,13,0.151,,0.448,12.1,83.3,0.14,61,61,2020-03-02,,MIL,W,105,89,37,86,0.43,18,37,0.486,13,18,0.722,6,46,28,4,4,9,19
62,62,2020-03-04,,ORL,W,116,113,124.9,121.7,92.9,0.19,0.557,0.678,50.7,75.6,8.6,9.3,,0.658,12.3,16.7,0.152,,0.601,11.7,85.7,0.143,62,62,2020-03-04,,ORL,W,116,113,41,79,0.519,22,44,0.5,12,15,0.8,6,36,31,8,5,12,17
63,63,2020-03-06,@,NOP,L,104,110,101.6,107.5,102.3,0.36,0.384,0.522,45.9,73,10.7,17,,0.483,13.1,20.8,0.244,,0.495,14.1,70,0.22,63,63,2020-03-06,@,NOP,L,104,110,37,86,0.43,9,33,0.273,21,31,0.677,10,45,27,11,9,15,23
64,64,2020-03-08,@,WAS,W,100,89,107.8,95.9,92.8,0.424,0.424,0.638,61.3,65.6,7.5,25.8,,0.583,20.3,16.7,0.348,,0.455,13,91.1,0.231,64,64,2020-03-08,@,WAS,W,100,89,32,66,0.485,13,28,0.464,23,28,0.821,5,46,21,7,8,20,25
65,65,2020-03-11,,CHO,L,98,109,110,122.4,89.1,0.071,0.524,0.566,41.9,82.1,9,10.4,,0.554,13.9,20.5,0.06,,0.555,13.2,64.3,0.22,65,65,2020-03-11,,CHO,L,98,109,39,84,0.464,15,44,0.341,5,6,0.833,9,36,32,8,5,14,17
Rk MIL,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk MIL,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-24,@,HOU,W,117,111,106.5,101.1,109.8,0.182,0.465,0.547,48.2,67.4,6.4,23.8,,0.545,9.3,11.3,0.091,,0.456,11.6,82.5,0.322,1,1,2019-10-24,@,HOU,W,117,111,46,99,0.465,16,46,0.348,9,18,0.5,6,53,31,7,10,11,27
2,2,2019-10-26,,MIA,L,126,131,104,108.1,109.8,0.372,0.574,0.576,46.5,53.7,6.6,7,,0.527,14.1,9.8,0.287,,0.535,12,84,0.228,2,2,2019-10-26,,MIA,L,126,131,41,94,0.436,17,54,0.315,27,35,0.771,5,47,22,8,4,18,32
3,3,2019-10-28,,CLE,W,129,112,122.9,106.7,104.9,0.261,0.413,0.629,51,60.4,8.6,11.5,,0.614,10.5,17.4,0.174,,0.51,9.5,80.8,0.1,3,3,2019-10-28,,CLE,W,129,112,48,92,0.522,17,38,0.447,16,24,0.667,8,50,29,9,7,12,15
4,4,2019-10-30,@,BOS,L,105,116,102.6,113.3,102.4,0.293,0.549,0.567,50,55.3,2.9,7.8,,0.549,13.9,11.1,0.183,,0.538,8.2,88.9,0.185,4,4,2019-10-30,@,BOS,L,105,116,38,82,0.463,14,45,0.311,15,24,0.625,5,45,21,3,4,15,21
5,5,2019-11-01,@,ORL,W,123,91,121.1,89.6,101.5,0.194,0.505,0.609,59.2,51.1,10.8,7.4,,0.597,11.4,26.8,0.129,,0.44,14,82.5,0.121,5,5,2019-11-01,@,ORL,W,123,91,47,93,0.505,17,47,0.362,12,18,0.667,11,58,24,11,4,13,19
6,6,2019-11-02,,TOR,W,115,105,116.3,106.2,98.9,0.281,0.427,0.575,54.8,73.2,4,14.6,,0.534,9.9,22.2,0.225,,0.494,12,85.4,0.262,6,6,2019-11-02,,TOR,W,115,105,41,89,0.461,13,38,0.342,20,25,0.8,10,51,30,4,7,11,22
7,7,2019-11-04,@,MIN,W,134,106,120.7,95.5,111,0.323,0.419,0.631,54.8,48,7.2,10,,0.613,13.8,24.4,0.215,,0.422,11.7,78,0.184,7,7,2019-11-04,@,MIN,W,134,106,50,93,0.538,14,39,0.359,20,30,0.667,11,57,24,8,6,17,20
8,8,2019-11-06,@,LAC,W,129,124,113.8,109.4,113.3,0.347,0.5,0.571,50,42.9,6.2,16.4,,0.52,11.7,25.9,0.276,,0.485,14.3,74.1,0.296,8,8,2019-11-06,@,LAC,W,129,124,42,98,0.429,18,49,0.367,27,34,0.794,14,54,18,7,11,15,28
9,9,2019-11-08,@,UTA,L,100,103,97.3,100.3,102.7,0.316,0.379,0.462,49.1,41.2,7.8,8.3,,0.411,10,26.2,0.232,,0.494,17.1,77.6,0.238,9,9,2019-11-08,@,UTA,L,100,103,34,95,0.358,10,36,0.278,22,30,0.733,16,54,14,8,4,12,26
10,10,2019-11-10,@,OKC,W,121,119,112.9,111,107.2,0.217,0.337,0.665,57.8,57.4,8.4,8.2,,0.633,19.5,14.3,0.193,,0.588,13.2,89.6,0.132,10,10,2019-11-10,@,OKC,W,121,119,47,83,0.566,11,28,0.393,16,18,0.889,5,48,27,9,4,22,21
11,11,2019-11-14,,CHI,W,124,115,110.6,102.6,112.1,0.534,0.375,0.57,56.3,57.1,8,8,,0.511,16.8,32.7,0.386,,0.505,16.1,80.4,0.226,11,11,2019-11-14,,CHI,W,124,115,42,88,0.477,6,33,0.182,34,47,0.723,17,58,24,9,4,22,22
12,12,2019-11-16,@,IND,W,102,83,100.4,81.7,101.6,0.073,0.406,0.515,50.5,53.5,5.9,12.1,,0.505,12.4,16.7,0.052,,0.38,11.1,77,0.07,12,12,2019-11-16,@,IND,W,102,83,43,96,0.448,11,39,0.282,5,7,0.714,8,55,23,6,8,14,13
13,13,2019-11-18,@,CHI,W,115,101,112.7,99,102,0.427,0.5,0.59,49,63.2,11.8,14.3,,0.555,13.3,17.8,0.293,,0.464,11.9,75.5,0.113,13,13,2019-11-18,@,CHI,W,115,101,38,82,0.463,15,41,0.366,24,35,0.686,8,48,24,12,9,15,16
14,14,2019-11-20,@,ATL,W,135,127,121.6,114.4,111,0.391,0.494,0.662,51.7,54.3,5.4,12.3,,0.626,15.7,19,0.299,,0.531,10.6,80.9,0.26,14,14,2019-11-20,@,ATL,W,135,127,46,87,0.529,17,43,0.395,26,34,0.765,8,46,25,6,8,19,25
15,15,2019-11-21,,POR,W,137,129,128.6,121.1,106.5,0.245,0.406,0.583,58.6,64,6.6,4.7,,0.547,9.3,36,0.198,,0.568,6.8,81.6,0.117,15,15,2019-11-21,,POR,W,137,129,50,106,0.472,16,43,0.372,21,26,0.808,18,58,32,7,3,12,20
16,16,2019-11-23,,DET,W,104,90,101.4,87.8,102.5,0.214,0.44,0.566,55.1,61,9.8,14.3,,0.565,18.6,20.9,0.107,,0.462,13.6,87,0.066,16,16,2019-11-23,,DET,W,104,90,41,84,0.488,13,37,0.351,9,18,0.5,9,49,25,10,8,21,14
17,17,2019-11-25,,UTA,W,122,118,121,117,100.8,0.299,0.423,0.556,55.1,48.8,6,15,,0.51,7.6,29.4,0.237,,0.629,15.1,89.5,0.129,17,17,2019-11-25,,UTA,W,122,118,43,97,0.443,13,41,0.317,23,29,0.793,15,49,21,6,6,9,15
18,18,2019-11-27,,ATL,W,111,102,108.2,99.4,102.6,0.307,0.386,0.556,49,59.5,5.8,18.3,,0.534,12.3,22.2,0.193,,0.463,14.1,72.5,0.16,18,18,2019-11-27,,ATL,W,111,102,42,88,0.477,10,34,0.294,17,27,0.63,10,47,25,6,11,14,23
19,19,2019-11-29,@,CLE,W,119,110,121.3,112.2,98.1,0.261,0.386,0.606,53.4,62.2,7.1,7.4,,0.58,11.7,25,0.193,,0.597,13.2,81.8,0.057,19,19,2019-11-29,@,CLE,W,119,110,45,88,0.511,12,34,0.353,17,23,0.739,11,47,28,7,4,13,15
20,20,2019-11-30,,CHO,W,137,96,136.1,95.3,100.7,0.156,0.458,0.668,50,75.9,7,5.4,,0.667,6.4,15.6,0.094,,0.441,10.3,75.4,0.069,20,20,2019-11-30,,CHO,W,137,96,54,96,0.563,20,44,0.455,9,15,0.6,7,53,41,7,3,7,13
21,21,2019-12-02,,NYK,W,132,88,132.1,88.1,99.9,0.372,0.407,0.659,57.6,62.5,7,7.7,,0.651,11.5,26.3,0.233,,0.363,8.7,77,0.242,21,21,2019-12-02,,NYK,W,132,88,48,86,0.558,16,35,0.457,20,32,0.625,10,57,30,7,4,13,23
22,22,2019-12-04,@,DET,W,127,103,123.3,100,103,0.3,0.389,0.623,57.9,56.8,6.8,14,,0.567,12.1,24.4,0.278,,0.478,9.7,83.3,0.151,22,22,2019-12-04,@,DET,W,127,103,44,90,0.489,14,35,0.4,25,27,0.926,10,55,25,7,8,14,18
23,23,2019-12-06,,LAC,W,119,91,112.9,86.4,105.4,0.223,0.383,0.576,52.5,65.9,10.4,9.7,,0.543,12.7,26.5,0.181,,0.394,17,76.9,0.181,23,23,2019-12-06,,LAC,W,119,91,44,94,0.468,14,36,0.389,17,21,0.81,13,53,29,11,6,15,23
24,24,2019-12-09,,ORL,W,110,101,107.6,98.8,102.2,0.163,0.446,0.558,55.1,69.8,6.8,6.6,,0.554,12.4,22.2,0.087,,0.435,10.4,83,0.228,24,24,2019-12-09,,ORL,W,110,101,43,92,0.467,16,41,0.39,8,15,0.533,10,54,30,7,4,14,19
25,25,2019-12-11,,NOP,W,127,112,118.4,104.4,107.2,0.097,0.419,0.655,50.6,54,12.1,4.7,,0.64,12.6,12.5,0.086,,0.534,17.7,84.4,0.205,25,25,2019-12-11,,NOP,W,127,112,50,93,0.538,19,39,0.487,8,9,0.889,5,43,27,13,2,14,17
26,26,2019-12-13,@,MEM,W,127,114,117.9,105.9,107.7,0.379,0.345,0.625,55,50,3.7,6.1,,0.569,14.3,20.9,0.322,,0.49,10.7,80.7,0.184,26,26,2019-12-13,@,MEM,W,127,114,44,87,0.506,11,30,0.367,28,33,0.848,9,55,22,4,3,17,21
27,27,2019-12-14,,CLE,W,125,108,125.5,108.4,99.6,0.306,0.435,0.648,47.7,56.5,12,10.9,,0.624,11.1,19.5,0.224,,0.539,15.7,73.3,0.122,27,27,2019-12-14,,CLE,W,125,108,46,85,0.541,14,37,0.378,19,26,0.731,8,41,26,12,6,12,17
28,28,2019-12-16,,DAL,L,116,120,110.5,114.4,104.9,0.229,0.39,0.502,50,65.9,7.6,8.5,,0.471,6.5,25.4,0.162,,0.557,12.3,82.2,0.25,28,28,2019-12-16,,DAL,L,116,120,44,105,0.419,11,41,0.268,17,24,0.708,15,52,29,8,4,8,23
29,29,2019-12-19,,LAL,W,111,104,115.2,107.9,96.4,0.416,0.506,0.609,51.3,61.1,14.5,15.6,,0.571,12.5,20.5,0.299,,0.538,16.6,82.1,0.225,29,29,2019-12-19,,LAL,W,111,104,36,77,0.468,16,39,0.41,23,32,0.719,8,40,22,14,7,13,25
30,30,2019-12-21,@,NYK,W,123,102,112.5,93.3,109.3,0.412,0.506,0.613,52.5,63.4,8.2,20.9,,0.588,15.9,17.4,0.271,,0.448,11.6,83,0.155,30,30,2019-12-21,@,NYK,W,123,102,41,85,0.482,18,43,0.419,23,35,0.657,8,52,26,9,14,19,16
31,31,2019-12-22,,IND,W,117,89,115,87.5,101.8,0.163,0.423,0.525,56,70.5,9.8,15,,0.495,7.5,29.6,0.135,,0.43,11.3,81.8,0.03,31,31,2019-12-22,,IND,W,117,89,44,104,0.423,15,44,0.341,14,17,0.824,16,61,31,10,9,9,7
32,32,2019-12-25,@,PHI,L,109,121,111.1,123.4,98.1,0.084,0.347,0.553,49,51.1,6.1,10.5,,0.542,9.2,18.6,0.063,,0.54,6.1,73.6,0.119,32,32,2019-12-25,@,PHI,L,109,121,45,95,0.474,13,33,0.394,6,8,0.75,8,47,23,6,6,10,15
33,33,2019-12-27,@,ATL,W,112,86,104.8,80.5,106.8,0.143,0.308,0.579,54.9,63,8.4,16,,0.566,15.7,13.6,0.099,,0.429,15.6,86.2,0.088,33,33,2019-12-27,@,ATL,W,112,86,46,91,0.505,11,28,0.393,9,13,0.692,6,56,29,9,8,18,13
34,34,2019-12-28,,ORL,W,111,100,111.1,100.1,99.9,0.214,0.44,0.604,63,69.8,6,9.6,,0.589,20,32.6,0.143,,0.483,10.3,89.8,0.184,34,34,2019-12-28,,ORL,W,111,100,43,84,0.512,13,37,0.351,12,18,0.667,14,58,30,6,5,23,13
35,35,2019-12-30,@,CHI,W,123,102,120.9,100.3,101.7,0.286,0.381,0.65,57.8,63,5.9,14.3,,0.613,14.5,25.6,0.238,,0.453,8.3,77.8,0.047,35,35,2019-12-30,@,CHI,W,123,102,46,84,0.548,11,32,0.344,20,24,0.833,10,59,29,6,9,16,17
36,36,2020-01-01,,MIN,W,106,104,98.6,96.8,107.5,0.277,0.383,0.503,55.6,60,3.7,26.7,,0.473,13.9,22.2,0.181,,0.456,9.6,88.9,0.231,36,36,2020-01-01,,MIN,W,106,104,40,94,0.426,9,36,0.25,17,26,0.654,12,60,24,4,12,17,22
37,37,2020-01-04,,SAS,W,127,118,124.7,115.9,101.8,0.379,0.517,0.625,49.5,53.5,3.9,16.7,,0.592,8.1,15.2,0.276,,0.473,7,79.2,0.337,37,37,2020-01-04,,SAS,W,127,118,43,87,0.494,17,45,0.378,24,33,0.727,7,49,23,4,10,9,22
38,38,2020-01-06,@,SAS,L,104,126,108.4,131.4,95.9,0.147,0.474,0.514,41.3,63.2,5.2,9.4,,0.479,7.3,18.5,0.137,,0.619,10.2,73.7,0.193,38,38,2020-01-06,@,SAS,L,104,126,38,95,0.4,15,45,0.333,13,14,0.929,10,38,24,5,5,8,15
39,39,2020-01-08,@,GSW,W,107,98,105.5,96.7,101.4,0.368,0.471,0.529,47.5,62.9,10.8,6.1,,0.454,8.2,11.1,0.322,,0.466,15.8,77.8,0.195,39,39,2020-01-08,@,GSW,W,107,98,35,87,0.402,9,41,0.22,28,32,0.875,5,47,22,11,3,9,19
40,40,2020-01-10,@,SAC,W,127,106,115.6,96.5,109.8,0.316,0.411,0.587,53.6,61.7,10,6.6,,0.547,9.2,15.2,0.242,,0.51,13.7,88.2,0.083,40,40,2020-01-10,@,SAC,W,127,106,47,95,0.495,10,39,0.256,23,30,0.767,7,52,29,11,4,11,12
41,41,2020-01-11,@,POR,W,122,101,112.5,93.1,108.4,0.194,0.369,0.546,55.6,44.7,5.5,8.5,,0.524,8.2,20,0.136,,0.442,11.1,86.2,0.179,41,41,2020-01-11,@,POR,W,122,101,47,103,0.456,14,38,0.368,14,20,0.7,10,60,21,6,5,10,16
42,42,2020-01-14,,NYK,W,128,102,117.3,93.5,109.1,0.304,0.391,0.613,54.6,60,3.7,12.3,,0.571,11.8,17.8,0.25,,0.407,8.8,81,0.186,42,42,2020-01-14,,NYK,W,128,102,45,92,0.489,15,36,0.417,23,28,0.821,8,59,27,4,8,14,22
43,43,2020-01-16,,BOS,W,128,123,122.9,118.1,104.1,0.425,0.356,0.62,53.8,48.8,5.8,12.2,,0.586,8.8,17.5,0.299,,0.515,6,81.1,0.224,43,43,2020-01-16,,BOS,W,128,123,43,87,0.494,16,31,0.516,26,37,0.703,7,50,21,6,6,10,22
44,44,2020-01-18,@,BRK,W,117,97,107.1,88.8,109.2,0.18,0.416,0.609,53.5,66.7,7.3,12,,0.601,17.2,12.5,0.112,,0.409,13.8,80.3,0.162,44,44,2020-01-18,@,BRK,W,117,97,45,89,0.506,17,37,0.459,10,16,0.625,5,54,30,8,6,20,16
45,45,2020-01-20,,CHI,W,111,98,104.2,92,106.6,0.299,0.338,0.637,55.2,75.6,6.6,11.4,,0.656,20.9,8.6,0.13,,0.446,13.8,86.5,0.174,45,45,2020-01-20,,CHI,W,111,98,45,77,0.584,11,26,0.423,10,23,0.435,3,48,34,7,5,23,15
46,46,2020-01-24,@,CHO,W,116,103,115.8,102.8,100.2,0.276,0.414,0.595,57.6,59.1,8,17,,0.563,13.3,27.9,0.207,,0.453,11.6,83.7,0.291,46,46,2020-01-24,@,CHO,W,116,103,44,87,0.506,10,36,0.278,18,24,0.75,12,53,26,8,8,15,22
47,47,2020-01-28,,WAS,W,151,131,144.3,125.1,104.7,0.389,0.411,0.716,56.8,62,2.9,4.8,,0.661,11.7,31.4,0.356,,0.543,8.4,76.1,0.309,47,47,2020-01-28,,WAS,W,151,131,50,90,0.556,19,37,0.514,32,35,0.914,11,46,31,3,3,14,26
48,48,2020-01-31,,DEN,L,115,127,105.6,116.7,108.9,0.274,0.421,0.54,47.9,67.4,6.4,9.3,,0.516,10.9,14,0.179,,0.59,10.3,84.8,0.09,48,48,2020-01-31,,DEN,L,115,127,43,95,0.453,12,40,0.3,17,26,0.654,7,46,29,7,5,13,14
49,49,2020-02-02,,PHO,W,129,108,121.1,101.4,106.5,0.278,0.392,0.592,55,62.5,3.8,14.8,,0.572,12.8,32,0.186,,0.423,8.1,74.6,0.192,49,49,2020-02-02,,PHO,W,129,108,48,97,0.495,15,38,0.395,18,27,0.667,16,60,30,4,12,16,25
50,50,2020-02-04,@,NOP,W,120,108,103.4,93.1,116.1,0.167,0.353,0.548,52,70.8,9.5,14,,0.525,13.4,16.3,0.127,,0.455,13.4,84.9,0.182,50,50,2020-02-04,@,NOP,W,120,108,48,102,0.471,11,36,0.306,13,17,0.765,8,53,34,11,7,17,19
51,51,2020-02-06,,PHI,W,112,101,107.2,96.7,104.5,0.191,0.394,0.549,54.5,43.2,2.9,14.8,,0.532,12.1,18.8,0.128,,0.47,9.5,82.3,0.081,51,51,2020-02-06,,PHI,W,112,101,44,94,0.468,12,37,0.324,12,18,0.667,9,60,19,3,8,14,18
52,52,2020-02-08,@,ORL,W,111,95,108,92.4,102.8,0.172,0.419,0.555,57.4,61.9,3.9,8.6,,0.532,13.8,21.7,0.129,,0.429,8,83.9,0.112,52,52,2020-02-08,@,ORL,W,111,95,42,93,0.452,15,39,0.385,12,16,0.75,10,62,26,4,5,16,11
53,53,2020-02-10,,SAC,W,123,111,112.5,101.5,109.3,0.24,0.438,0.58,52.9,60.5,6.4,8.6,,0.542,10.9,17,0.198,,0.485,10.7,82.5,0.129,53,53,2020-02-10,,SAC,W,123,111,43,96,0.448,18,42,0.429,19,23,0.826,8,55,26,7,5,13,18
54,54,2020-02-12,@,IND,L,111,118,108,114.8,102.8,0.275,0.407,0.544,50,48.6,6.8,8.5,,0.478,14.3,23.4,0.264,,0.576,12.7,80.5,0.221,54,54,2020-02-12,@,IND,L,111,118,37,91,0.407,13,37,0.351,24,25,0.96,11,44,18,7,5,17,21
55,55,2020-02-20,@,DET,W,126,106,123.1,103.5,102.4,0.29,0.355,0.601,47.1,51.1,13.7,6.5,,0.559,6.3,17,0.237,,0.56,18.9,82.5,0.157,55,55,2020-02-20,@,DET,W,126,106,47,93,0.505,10,33,0.303,22,27,0.815,8,41,24,14,3,7,15
56,56,2020-02-22,,PHI,W,119,98,114.6,94.4,103.8,0.143,0.451,0.615,57,72.9,1.9,9.8,,0.604,14.9,20,0.099,,0.419,8.6,81.7,0.152,56,56,2020-02-22,,PHI,W,119,98,48,91,0.527,14,41,0.341,9,13,0.692,8,57,35,2,6,17,16
57,57,2020-02-24,@,WAS,W,137,134,116.6,114.1,106.4,0.314,0.43,0.7,52.3,53.1,6,6.3,,0.669,17.7,10.3,0.256,,0.556,13.1,87.2,0.255,57,57,2020-02-24,@,WAS,W,137,134,49,86,0.57,17,37,0.459,22,27,0.815,4,45,26,7,4,21,28
58,58,2020-02-25,@,TOR,W,108,97,105,94.3,102.8,0.429,0.5,0.541,55.2,71.9,9.7,25.6,,0.464,11.5,19,0.357,,0.451,13.8,83.3,0.165,58,58,2020-02-25,@,TOR,W,108,97,32,84,0.381,14,42,0.333,30,36,0.833,8,53,23,10,10,13,19
59,59,2020-02-28,,OKC,W,133,86,124.6,80.6,106.8,0.14,0.45,0.626,64.7,68,5.6,3.6,,0.605,13.8,31.1,0.12,,0.396,12.3,91.2,0.154,59,59,2020-02-28,,OKC,W,133,86,50,100,0.5,21,45,0.467,12,14,0.857,14,66,34,6,2,17,21
60,60,2020-03-01,@,CHO,W,93,85,97.4,89,95.5,0.241,0.356,0.483,56.5,57.1,7.3,9.8,,0.443,14.3,30,0.184,,0.396,9.1,79.3,0.094,60,60,2020-03-01,@,CHO,W,93,85,35,87,0.402,7,31,0.226,16,21,0.762,15,61,20,7,6,16,11
61,61,2020-03-02,@,MIA,L,89,105,92.3,108.9,96.4,0.221,0.395,0.472,51.1,54.3,4.1,10.2,,0.448,12.1,16.7,0.14,,0.535,8.7,87,0.151,61,61,2020-03-02,@,MIA,L,89,105,35,86,0.407,7,34,0.206,12,19,0.632,8,48,19,4,5,13,18
62,62,2020-03-04,,IND,W,119,100,111.6,93.8,106.7,0.234,0.489,0.574,58.9,60.5,7.5,5.7,,0.527,13.4,25.6,0.213,,0.469,12.8,86.5,0.093,62,62,2020-03-04,,IND,W,119,100,43,94,0.457,13,46,0.283,20,22,0.909,11,56,26,8,4,16,14
63,63,2020-03-06,@,LAL,L,103,113,92.7,101.7,111.1,0.258,0.483,0.52,46.4,59.5,7.2,1.7,,0.483,16.1,10.6,0.191,,0.451,12.9,80,0.341,63,63,2020-03-06,@,LAL,L,103,113,37,89,0.416,12,43,0.279,17,23,0.739,5,45,22,8,1,19,32
64,64,2020-03-08,@,PHO,L,131,140,125.5,134.1,104.4,0.221,0.347,0.628,43.4,45.1,6.7,7.1,,0.605,8.8,15.2,0.168,,0.665,12.4,78.4,0.318,64,64,2020-03-08,@,PHO,L,131,140,51,95,0.537,13,33,0.394,16,21,0.762,7,36,23,7,3,10,29
65,65,2020-03-09,@,DEN,L,95,109,92.8,106.5,102.3,0.2,0.556,0.485,50,67.6,7.8,7.5,,0.461,14.8,20.8,0.133,,0.521,10.8,86,0.117,65,65,2020-03-09,@,DEN,L,95,109,34,90,0.378,15,50,0.3,12,18,0.667,11,48,23,8,4,17,15
Rk MIN,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,Rk MIN,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2019-10-23,@,BRK,W,127,126,109.3,108.5,105.2,0.259,0.398,0.528,52,50,7.7,6,,0.486,9.8,24,0.204,,0.55,12.5,80,0.149,1,1,2019-10-23,@,BRK,W,127,126,46,108,0.426,13,43,0.302,22,28,0.786,12,52,23,9,4,13,22
2,2,2019-10-25,@,CHO,W,121,99,116.4,95.3,103.9,0.341,0.418,0.578,55.3,69.8,10.6,10.9,,0.538,12.5,28.3,0.253,,0.512,16.6,81.3,0.155,2,2,2019-10-25,@,CHO,W,121,99,43,91,0.473,12,38,0.316,23,31,0.742,13,52,30,11,6,15,21
3,3,2019-10-27,,MIA,W,116,109,111.7,105,103.9,0.363,0.495,0.55,52.9,61.5,11.6,2,,0.5,13.2,29.2,0.275,,0.582,18.7,82.1,0.118,3,3,2019-10-27,,MIA,W,116,109,39,91,0.429,13,45,0.289,25,33,0.758,14,46,24,12,1,16,17
4,4,2019-10-30,@,PHI,L,95,117,89.4,110.1,106.2,0.346,0.432,0.509,37.8,37.5,12.2,9,,0.457,18.4,13,0.259,,0.516,17.4,63.6,0.239,4,4,2019-10-30,@,PHI,L,95,117,32,81,0.395,10,35,0.286,21,28,0.75,6,34,12,13,6,21,21
5,5,2019-11-02,@,WAS,W,131,109,113.4,94.4,115.5,0.181,0.415,0.645,54.7,64.7,7.8,16.7,,0.633,17.1,8.8,0.128,,0.453,13.7,84.6,0.242,5,5,2019-11-02,@,WAS,W,131,109,51,94,0.543,17,39,0.436,12,17,0.706,3,47,33,9,10,21,23
6,6,2019-11-04,,MIL,L,106,134,95.5,120.7,111,0.214,0.417,0.47,45.2,54.1,10.8,7.4,,0.422,11.7,22,0.184,,0.613,13.8,75.6,0.215,6,6,2019-11-04,,MIL,L,106,134,37,103,0.359,13,43,0.302,19,22,0.864,13,47,20,12,4,15,23
7,7,2019-11-06,@,MEM,L,121,137,113.2,128.2,106.9,0.271,0.469,0.563,42.4,67.4,8.4,10.8,,0.531,9.3,19.6,0.198,,0.636,14.4,76.5,0.284,7,7,2019-11-06,@,MEM,L,121,137,43,96,0.448,16,45,0.356,19,26,0.731,10,36,29,9,7,11,22
8,8,2019-11-08,,GSW,W,125,119,107.3,102.1,105.5,0.261,0.324,0.505,54.6,41.7,8.6,14.7,,0.473,12.7,35.7,0.18,,0.466,15,75,0.223,8,8,2019-11-08,,GSW,W,125,119,48,111,0.432,9,36,0.25,20,29,0.69,20,59,20,10,10,18,23
9,9,2019-11-10,,DEN,L,98,100,91.3,93.2,97.2,0.34,0.464,0.439,48.2,64.7,8.4,13.7,,0.381,9.7,25.9,0.247,,0.441,15.6,73.1,0.109,9,9,2019-11-10,,DEN,L,98,100,34,97,0.351,6,45,0.133,24,33,0.727,15,53,22,9,10,12,23
10,10,2019-11-11,@,DET,W,120,114,120.3,114.2,99.8,0.213,0.382,0.616,53.6,55.6,7,10.9,,0.59,14.1,28.9,0.169,,0.54,14.8,73.9,0.23,10,10,2019-11-11,@,DET,W,120,114,45,89,0.506,15,34,0.441,15,19,0.789,11,45,25,7,6,16,23
